   Ordinate,   Date / Time,Capella Gage FLOW,EF Russian 20 ET-POTENTIAL,EF Russian 20 FLOW,EF Russian 20 FLOW-BASE,EF Russian 20 INFILTRATION,EF Russian 20 PERC-SOIL,EF Russian 20 SATURATION FRACTION,Lake Mendocino Storage
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,
Units,,CFS,IN,CFS,CFS,IN,IN,IN/IN,ACRFT
Type,,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM
303,30-Jul-95,101.550079,0.14494,0.000078,0.000078,0,0,0.162642,74293.00
304,31-Jul-95,82.800072,0.160499,0.000067,0.000067,0,0,0.159204,73982.00
305,1-Aug-95,100.416725,0.171132,0.000057,0.000057,0,0,0.155484,73672.00
306,2-Aug-95,100.800049,0.171415,0.000048,0.000048,0,0,0.151712,73312.00
307,3-Aug-95,100.800041,0.160756,0.000041,0.000041,0,0,0.148148,73001.00
308,4-Aug-95,100.800041,0.167822,0.000035,0.000035,0,0,0.144795,72692.00
309,5-Aug-95,101.583359,0.141122,0.00003,0.00003,0,0,0.141556,72332.00
310,6-Aug-95,100.816696,0.152902,0.000025,0.000025,0,0,0.138658,71972.00
311,7-Aug-95,99.23336,0.159265,0.000021,0.000021,0,0,0.135564,71613.00
312,8-Aug-95,99.20002,0.152438,0.000018,0.000018,0,0,0.132542,71339.00
313,9-Aug-95,99.20002,0.168444,0.000015,0.000015,0,0,0.129585,70998.00
314,10-Aug-95,99.20002,0.129151,0.000013,0.000013,0,0,0.126807,70623.00
315,11-Aug-95,99.200012,0.143264,0.000011,0.000011,0,0,0.124378,70233.00
316,12-Aug-95,99.200012,0.159138,0.000009,0.000009,0,0,0.121739,69910.00
317,13-Aug-95,99.200012,0.128802,0.000008,0.000008,0,0,0.119235,69604.00
318,14-Aug-95,101.550003,0.161404,0.000007,0.000007,0,0,0.11679,69249.00
319,15-Aug-95,101.600006,0.156246,0.000006,0.000006,0,0,0.1142,68911.00
320,16-Aug-95,98.466675,0.142795,0.000005,0.000005,0,0,0.111774,68542.00
321,17-Aug-95,94.483337,0.135295,0.000004,0.000004,0,0,0.109515,68154.00
322,18-Aug-95,94.400002,0.14374,0.000004,0.000004,0,0,0.107392,67851.00
323,19-Aug-95,94.400002,0.128296,0.000003,0.000003,0,0,0.105294,67500.00
324,20-Aug-95,98.316673,0.157839,0.000003,0.000003,0,0,0.103217,67148.00
325,21-Aug-95,98.400002,0.136678,0.000002,0.000002,0,0,0.101044,66831.00
326,22-Aug-95,99.183342,0.131109,0.000002,0.000002,0,0,0.099175,66448.00
327,23-Aug-95,99.200005,0.150949,0.000002,0.000002,0,0,0.097141,66148.00
328,24-Aug-95,99.200005,0.132731,0.000001,0.000001,0,0,0.095173,65833.00
329,25-Aug-95,98.416672,0.125715,0.000001,0.000001,0,0,0.093439,65434.00
330,26-Aug-95,96.833336,0.147396,0.000001,0.000001,0,0,0.091676,65038.00
331,27-Aug-95,100.716667,0.14035,0.000001,0.000001,0,0,0.089791,64607.00
332,28-Aug-95,99.233337,0.145033,0.000001,0.000001,0,0,0.087996,64194.00
333,29-Aug-95,46.716671,0.131944,0.000001,0.000001,0,0,0.086233,63799.00
334,30-Aug-95,48.733334,0.131979,0.000001,0.000001,0,0,0.084615,63305.00
335,31-Aug-95,48.799999,0.13528,0,0,0,0,0.083018,62828.00
336,1-Sep-95,48.799999,0.128637,0,0,0,0,0.081456,62369.00
337,2-Sep-95,98.150002,0.121977,0,0,0,0,0.080014,61927.00
338,3-Sep-95,99.200005,0.124914,0,0,0,0,0.078628,61501.00
339,4-Sep-95,99.200005,0.131749,0,0,0,0,0.077198,61094.00
340,5-Sep-95,98.416672,0.135512,0,0,0,0,0.075739,60717.00
341,6-Sep-95,98.400002,0.139988,0,0,0,0,0.074253,60505.00
342,7-Sep-95,98.400002,0.126694,0,0,0,0,0.07283,60261.00
343,8-Sep-95,98.400002,0.128702,0,0,0,0,0.071524,60017.00
344,9-Sep-95,98.400002,0.112575,0,0,0,0,0.070334,59740.00
345,10-Sep-95,98.400002,0.098826,0,0,0,0,0.069262,59448.00
346,11-Sep-95,99.183334,0.129573,0,0,0,0,0.068129,59141.00
347,12-Sep-95,99.200005,0.117099,0,0,0,0,0.066937,58896.00
348,13-Sep-95,98.416672,0.109055,0,0,0,0,0.065845,58605.00
349,14-Sep-95,98.400002,0.121465,0,0,0,0,0.064787,58313.00
350,15-Sep-95,98.400002,0.121004,0,0,0,0,0.063686,58038.00
351,16-Sep-95,83.51667,0.099682,0,0,0,0,0.062687,57780.00
352,17-Sep-95,85.549995,0.131613,0,0,0,0,0.061673,57441.00
353,18-Sep-95,100.483337,0.118113,0,0,0,0,0.060546,57167.00
354,19-Sep-95,100.800003,0.110877,0,0,0,0,0.059562,56893.00
355,20-Sep-95,96.883339,0.125786,0,0,0,0,0.058574,56636.00
356,21-Sep-95,96.800003,0.096723,0,0,0,0,0.057653,56411.00
357,22-Sep-95,95.233337,0.072322,0,0,0,0,0.056971,56154.00
358,23-Sep-95,95.200005,0.103797,0,0,0,0,0.056239,55833.00
359,24-Sep-95,95.200005,0.084715,0,0,0,0,0.055504,55545.00
360,25-Sep-95,98.333336,0.098032,0,0,0,0,0.054779,55257.00
361,26-Sep-95,99.183334,0.102438,0,0,0,0,0.053991,55049.00
362,27-Sep-95,99.200005,0.092114,0,0,0,0,0.053255,54858.00
363,28-Sep-95,98.416672,0.095287,0,0,0,0,0.052539,54635.00
364,29-Sep-95,99.183334,0.095309,0,0,0,0,0.05182,54380.00
365,30-Sep-95,99.200005,0.090237,0,0,0,0,0.051149,54141.00
366,1-Oct-95,123.48333,0.096143,0,0,0,0,0.050459,53871.00
367,2-Oct-95,124,0.098492,0,0,0,0,0.049768,53617.00
368,3-Oct-95,124,0.119566,0,0,0,0,0.049013,53395.00
369,4-Oct-95,123.020836,0.109266,0,0,0,0,0.048227,53158.00
370,5-Oct-95,118.104164,0.088145,0,0,0,0,0.047533,52921.00
371,6-Oct-95,122.895836,0.087733,0,0,0,0,0.046926,52636.00
372,7-Oct-95,123,0.086294,0,0,0,0,0.04635,52401.00
373,8-Oct-95,123,0.088686,0,0,0,0,0.045783,52164.00
374,9-Oct-95,123,0.085669,0,0,0,0,0.045207,51881.00
375,10-Oct-95,123,0.086359,0,0,0,0,0.044654,51677.00
376,11-Oct-95,123.979164,0.063993,0,0,0,0,0.044212,51396.00
377,12-Oct-95,123.020836,0.075546,0,0,0,0,0.043727,51130.00
378,13-Oct-95,123.979164,0.075594,0,0,0,0,0.043265,50896.00
379,14-Oct-95,121.0625,0.080137,0,0,0,0,0.04279,50647.00
380,15-Oct-95,103.375,0.063421,0,0,0,0,0.04236,50430.00
381,16-Oct-95,122.583336,0.078511,0,0,0,0,0.041927,50197.00
382,17-Oct-95,123,0.088619,0,0,0,0,0.041445,49949.00
383,18-Oct-95,121.041664,0.071658,0,0,0,0,0.04095,49718.00
384,19-Oct-95,121,0.078096,0,0,0,0,0.040519,49502.00
385,20-Oct-95,116.104164,0.06037,0,0,0,0,0.040133,49317.00
386,21-Oct-95,112.083336,0.077563,0,0,0,0,0.039727,49086.00
387,22-Oct-95,112,0.059977,0,0,0,0,0.039344,48902.00
388,23-Oct-95,106.125,0.06847,0,0,0,0,0.038982,48657.00
389,24-Oct-95,109.916664,0.06539,0,0,0,0,0.038609,48305.00
390,25-Oct-95,89.4375,0.051153,0,0,0,0,0.038293,48030.00
391,26-Oct-95,89,0.073863,0,0,0,0,0.037954,47787.00
392,27-Oct-95,64.520836,0.037867,0,0,0,0,0.037645,47513.00
393,28-Oct-95,57.145832,0.048971,0,0,0,0,0.037411,47166.00
394,29-Oct-95,58.958332,0.068411,0,0,0,0,0.037099,46802.00
395,30-Oct-95,60.958332,0.047171,0,0,0,0,0.036801,46470.00
396,31-Oct-95,57.083332,0.021861,0,0,0,0,0.036613,46124.00
397,1-Nov-95,7.160417,0.043686,0,0,0,0,0.036441,45765.00
398,2-Nov-95,1.10625,0.048497,0,0,0,0,0.036204,45346.00
399,3-Nov-95,1,0.051289,0,0,0,0,0.035945,44915.00
400,4-Nov-95,1,0.037603,0,0,0,0,0.035717,44498.00
401,5-Nov-95,1.979167,0.042024,0,0,0,0,0.035516,44025.00
402,6-Nov-95,51.9375,0.045568,0,0,0,0,0.035293,43582.00
403,7-Nov-95,58.875,0.049141,0,0,0,0,0.035056,43317.00
404,8-Nov-95,59,0.041929,0,0,0,0,0.03483,43082.00
405,9-Nov-95,78.583336,0.037605,0,0,0,0,0.034636,42862.00
406,10-Nov-95,117.1875,0.04408,0,0,0,0,0.034433,42686.00
407,11-Nov-95,175.770828,0.039072,0,0,0,0,0.034223,42645.00
408,12-Nov-95,179.9375,0.0475,0,0,0,0,0.034016,42613.00
409,13-Nov-95,178.041672,0.052043,0,0,0,0,0.033772,42613.00
410,14-Nov-95,178,0.049043,0,0,0,0,0.033529,42613.00
411,15-Nov-95,178,0.039687,0,0,0,0,0.033322,42613.00
412,16-Nov-95,178,0.040026,0,0,0,0,0.033131,42599.00
413,17-Nov-95,275.916656,0.037004,0,0,0,0,0.032956,42657.00
414,18-Nov-95,272.125,0.037389,0,0,0,0,0.032774,42862.00
415,19-Nov-95,272,0.023672,0,0,0,0,0.032631,43052.00
416,20-Nov-95,253.395828,0.048875,0,0,0,0,0.032473,43184.00
417,21-Nov-95,277.479156,0.012595,0,0,0,0,0.032313,43390.00
418,22-Nov-95,167.354172,0.027212,0,0,0,0,0.032226,43449.00
419,23-Nov-95,168.887024,0.043042,0.949523,0,0.045028,0,0.034282,43449.00
420,24-Nov-95,168.162857,0.022406,0.162856,0,0,0,0.0366,43435.00
421,25-Nov-95,168,0.024049,0,0,0,0,0.0366,43405.00
422,26-Nov-95,166.041672,0.041741,0,0,0,0,0.036599,43390.00
423,27-Nov-95,168.9375,0.04272,0,0,0,0,0.036489,43361.00
424,28-Nov-95,170.958328,0.033664,0,0,0,0,0.036288,43361.00
425,29-Nov-95,6.5,0.043288,0,0,0,0,0.036088,43141.00
426,30-Nov-95,2.020833,0.021583,0,0,0,0,0.035921,42745.00
427,1-Dec-95,9.549219,0.01651,5.101302,0,0.223936,0,0.049489,42351.00
428,2-Dec-95,86.691254,0.035663,0.430838,0,0,0,0.058259,42002.00
429,3-Dec-95,91.007965,0.012864,3.007963,0,0.392685,0,0.065373,41726.00
430,4-Dec-95,98.709808,0.010711,10.709809,0,0.179586,0,0.111829,41639.00
431,5-Dec-95,91.222488,0.00941,5.180825,0,0.195449,0,0.132688,41480.00
432,6-Dec-95,88.025604,0.015856,0.067269,0,0,0,0.135031,41307.00
433,7-Dec-95,149.6875,0.022073,0,0,0,0,0.135031,41220.00
434,8-Dec-95,208.770828,0.025804,0,0,0,0,0.135031,41220.00
435,9-Dec-95,247.208328,0.016798,0,0,0,0,0.135031,41307.00
436,10-Dec-95,257.703033,0.010391,10.682191,0,0.80507,0,0.157531,41465.00
437,11-Dec-95,602.29895,0.013588,313.194824,0,2.584663,0,0.314121,41784.00
438,12-Dec-95,4620.785156,0.034196,4512.910156,0,1.556119,0,0.591821,43625.00
439,13-Dec-95,255.052994,0.016803,42.365498,0,0.167973,0,0.639658,46893.00
440,14-Dec-95,316.585785,0.010136,14.439949,7.902954,0.709003,0.133976,0.657577,47665.00
441,15-Dec-95,2340.380859,0.023483,2070.651611,814.706909,0.551316,0.590477,0.703714,50229.00
442,16-Dec-95,426.064911,0.027276,293.169098,283.640594,0,0,0.7,51928.00
443,17-Dec-95,279.458008,0.024699,115.187187,115.187187,0,0,0.7,52431.00
444,18-Dec-95,516.181702,0.013086,351.181702,345.507996,0.234004,0.234004,0.700001,52826.00
445,19-Dec-95,325.376984,0.016717,160.376968,160.269791,0,0,0.7,53284.00
446,20-Dec-95,258.311005,0.020128,95.269341,95.269341,0,0,0.7,53665.00
447,21-Dec-95,278.717194,0.016892,75.57135,75.57135,0,0,0.7,54046.00
448,22-Dec-95,399.433105,0.01348,103.391426,102.5364,0.03557,0.03557,0.7,54539.00
449,23-Dec-95,369.266266,0.027683,70.287109,70.263412,0,0,0.7,54969.00
450,24-Dec-95,351.822235,0.036087,52.822231,52.822231,0,0,0.7,55385.00
451,25-Dec-95,344.934631,0.031987,43.976299,43.976299,0,0,0.699661,55721.00
452,26-Dec-95,338.364777,0.018084,37.364777,37.364777,0,0,0.698242,56075.00
453,27-Dec-95,330.862335,0.007942,31.820656,31.820656,0,0,0.696959,56443.00
454,28-Dec-95,326.08432,0.006164,27.084322,27.084322,0,0,0.696603,56748.00
455,29-Dec-95,1450.764526,0.005173,1151.764526,791.693787,1.476767,1.193277,0.711173,57215.00
456,30-Dec-95,1678.941895,0.016207,1379.941895,1275.266846,0.049419,0.298941,0.70303,61665.00
457,31-Dec-95,698.851501,0.046863,400.830658,400.814575,0,0,0.7,62992.00
458,1-Jan-96,511.579956,0.033923,210.642471,210.642471,0,0,0.7,63667.00
459,2-Jan-96,461.588409,0.03683,162.546738,162.546738,0,0,0.698376,64177.00
460,3-Jan-96,439.457855,0.022934,138.499512,138.499512,0,0,0.695587,64623.00
461,4-Jan-96,420.158051,0.024647,119.158058,119.158058,0,0,0.693097,65053.00
462,5-Jan-96,406.020111,0.01653,102.082619,102.082619,0,0,0.691077,65451.00
463,6-Jan-96,391.122803,0.022283,87.122795,87.122795,0,0,0.689104,65799.00
464,7-Jan-96,380.157806,0.015849,74.199486,74.199486,0,0,0.687214,66199.00
465,8-Jan-96,367.170715,0.021552,63.129051,63.129051,0,0,0.685303,66564.00
466,9-Jan-96,354.747864,0.010515,53.685368,53.685368,0,0,0.683714,66865.00
467,10-Jan-96,354.478271,0.034006,45.644943,45.644943,0,0,0.681519,67249.00
468,11-Jan-96,359.555206,0.035794,38.805202,38.805202,0,0,0.678068,67650.00
469,12-Jan-96,359.864075,0.026137,32.989059,32.989059,0,0,0.674853,68070.00
470,13-Jan-96,356.023315,0.036448,28.044163,28.044163,0,0,0.671819,68473.00
471,14-Jan-96,351.840302,0.012731,23.840302,23.840302,0,0,0.669948,68861.00
472,15-Jan-96,789.680603,0.01628,461.680603,371.200867,0.890974,0.556645,0.695988,69367.00
473,16-Jan-96,3803.434082,0.02285,3475.434082,1438.699707,1.002465,1.036276,0.71008,71015.00
474,17-Jan-96,1127.668457,0.037902,803.585083,704.977661,0.020333,0.020333,0.7,77567.00
475,18-Jan-96,3438.05249,0.010473,3114.05249,1065.984375,1.051236,1.051236,0.706649,73362.00
476,19-Jan-96,1936.283081,0.028369,1612.283081,1333.312134,0.437566,0.437566,0.70003,79363.00
477,20-Jan-96,1372.92627,0.00759,1048.92627,958.680176,0.771441,0.740794,0.703343,77219.00
478,21-Jan-96,1688.147461,0.026508,1364.147461,1285.401611,0.21433,0.244977,0.700064,78509.00
479,22-Jan-96,905.904785,0.042467,581.904785,581.308899,0,0,0.7,80922.00
480,23-Jan-96,1346.237183,0.006437,1024.195557,1006.001587,1.130938,1.067039,0.70514,76473.00
481,24-Jan-96,3470.929443,0.013006,3342.804443,2213.175781,1.503578,1.382231,0.713673,79259.00
482,25-Jan-96,2574.603027,0.036805,2453.540527,1698.253296,0,0.185246,0.701292,82717.00
483,26-Jan-96,959.220581,0.012141,836.262207,834.066162,0.338858,0.316105,0.700072,83195.00
484,27-Jan-96,2852.424561,0.019412,2728.445312,1760.690063,0.937952,0.960705,0.708282,81361.00
485,28-Jan-96,1119.815308,0.029639,996.794556,981.421265,0,0,0.7,85125.00
486,29-Jan-96,672.156067,0.015979,551.11438,551.11438,0,0,0.7,80676.00
487,30-Jan-96,786.334595,0.012344,663.376282,657.415466,0.516694,0.516694,0.700298,76282.00
488,31-Jan-96,961.482483,0.036057,837.503296,830.702942,0,0,0.7,76386.00
489,1-Feb-96,760.56366,0.028302,437.792816,437.78949,0,0,0.7,73362.00
490,2-Feb-96,649.978455,0.038456,325.915955,325.915955,0,0,0.699914,69537.00
491,3-Feb-96,611.781433,0.017537,284.843933,284.546295,0.227082,0.166317,0.699312,69791.00
492,4-Feb-96,3096.702148,0.017607,2772.639648,1581.028198,1.776408,1.497817,0.724826,71016.00
493,5-Feb-96,2039.249512,0.042471,1717.207764,1649.423828,0,0.320159,0.703706,76056.00
494,6-Feb-96,959.982178,0.036204,637.982178,637.978455,0,0,0.7,77794.00
495,7-Feb-96,712.751038,0.031411,390.751038,390.751038,0,0,0.699593,73534.00
496,8-Feb-96,636.726135,0.020102,311.788635,311.788635,0,0,0.698019,69283.00
497,9-Feb-96,586.09082,0.027942,265.007507,265.007507,0,0,0.695711,69621.00
498,10-Feb-96,550.766663,0.043511,226.829132,226.829132,0,0,0.692038,70147.00
499,11-Feb-96,515.761902,0.053752,193.72023,193.72023,0,0,0.687267,70657.00
500,12-Feb-96,489.034607,0.059647,165.076279,165.076279,0,0,0.681539,71049.00
501,13-Feb-96,406.718811,0.064374,140.489655,140.489655,0,0,0.67542,70998.00
502,14-Feb-96,465.778351,0.061787,143.007523,139.435974,0.516299,0.175099,0.675845,70555.00
503,15-Feb-96,835.08075,0.024574,510.101593,496.828644,0.405363,0.405363,0.700005,70351.00
504,16-Feb-96,881.220215,0.029585,557.199341,550.293823,0.040156,0.040156,0.7,70351.00
505,17-Feb-96,648.068604,0.039082,323.089417,320.688293,0.225287,0.225287,0.7,70657.00
506,18-Feb-96,1506.230957,0.015119,1181.230957,661.66571,0.831359,0.739667,0.704931,70947.00
507,19-Feb-96,2343.294922,0.019358,2018.2948,1529.159302,1.014407,1.064517,0.705596,73638.00
508,20-Feb-96,2078.95166,0.022702,1751.993286,1706.261719,1.01807,0.89288,0.702698,76282.00
509,21-Feb-96,2067.41626,0.033628,1794.270386,1773.067505,0.377137,0.543909,0.70671,79608.00
510,22-Feb-96,1119.258789,0.04688,795.362976,794.14917,0.160458,0.160458,0.700001,82293.00
511,23-Feb-96,1026.832886,0.020748,701.832825,697.255859,0.069724,0.069724,0.7,78160.00
512,24-Feb-96,749.5177,0.03298,422.559326,422.544312,0,0,0.7,72658.00
513,25-Feb-96,658.134705,0.040323,331.134735,331.134735,0,0,0.7,69571.00
514,26-Feb-96,604.315308,0.058022,279.273621,279.273621,0,0,0.697666,70096.00
515,27-Feb-96,776.198181,0.039583,449.239868,443.354797,0.593967,0.521483,0.699192,70914.00
516,28-Feb-96,1618.894653,0.026123,1293.853027,1273.544189,0.649053,0.669463,0.701997,71630.00
517,29-Feb-96,1131.619629,0.027511,804.661255,798.703674,0.059351,0.059351,0.7,74258.00
518,1-Mar-96,699.003296,0.069863,373.961639,373.939117,0,0,0.7,76386.00
519,2-Mar-96,592.53302,0.067473,265.574677,265.574677,0,0,0.697089,77533.00
520,3-Mar-96,545.180603,0.042852,220.138901,220.138901,0,0,0.691786,78421.00
521,4-Mar-96,1164.036133,0.019684,837.07782,816.058167,1.195303,1.060115,0.703291,79293.00
522,5-Mar-96,1380.703003,0.037201,1056.640503,1048.133667,0,0.027888,0.700058,82557.00
523,6-Mar-96,722.457581,0.055026,398.457611,398.455261,0,0,0.7,80869.00
524,7-Mar-96,580.12854,0.061825,255.149353,255.149353,0,0,0.697584,78299.00
525,8-Mar-96,534.434937,0.061015,206.497421,206.497421,0,0,0.691668,77116.00
526,9-Mar-96,505.871246,0.079469,175.912918,175.912918,0,0,0.684866,77689.00
527,10-Mar-96,480.541626,0.052534,150.541626,150.541626,0,0,0.678119,78368.00
528,11-Mar-96,675.083191,0.046135,350.958191,339.888947,0.605967,0.358231,0.696302,79189.00
529,12-Mar-96,1068.303955,0.044767,744.304016,733.444153,0.285038,0.285038,0.70033,80554.00
530,13-Mar-96,611.256714,0.102312,283.340057,283.257568,0,0,0.698367,81783.00
531,14-Mar-96,492.677979,0.094449,168.59465,168.59465,0,0,0.690778,82046.00
532,15-Mar-96,458.627441,0.091595,133.648285,133.648285,0,0,0.681549,82205.00
533,16-Mar-96,438.488342,0.082397,113.488327,113.488327,0,0,0.672867,82311.00
534,17-Mar-96,421.146057,0.104247,97.125214,97.125214,0,0,0.663498,82346.00
535,18-Mar-96,407.924072,0.108254,82.944893,82.944893,0,0,0.652875,82311.00
536,19-Mar-96,386.866241,0.108284,70.678749,70.678749,0,0,0.642038,82258.00
537,20-Mar-96,376.15097,0.097967,60.150959,60.150959,0,0,0.631674,82135.00
538,21-Mar-96,370.097382,0.110722,51.159882,51.159882,0,0,0.62156,81923.00
539,22-Mar-96,364.458801,0.066981,43.500454,43.500454,0,0,0.612303,82029.00
540,23-Mar-96,356.02478,0.085533,36.983101,36.983101,0,0,0.604666,82311.00
541,24-Mar-96,353.37796,0.066441,31.440445,31.440445,0,0,0.597191,82610.00
542,25-Mar-96,348.727814,0.090416,26.727821,26.727821,0,0,0.589216,82787.00
543,26-Mar-96,269.3255,0.086419,22.721334,22.721334,0,0,0.580471,82998.00
544,27-Mar-96,336.776276,0.027477,19.317944,19.315331,0.019203,0,0.574806,83157.00
545,28-Mar-96,341.949097,0.083204,18.053261,16.419865,0.047419,0,0.580065,83511.00
546,29-Mar-96,337.968292,0.082747,13.968282,13.958433,0,0,0.577446,83688.00
547,30-Mar-96,335.865967,0.07949,11.865979,11.865979,0,0,0.570126,83954.00
548,31-Mar-96,334.101074,0.072749,10.101067,10.087195,0.018111,0,0.562501,84201.00
549,1-Apr-96,416.036865,0.035494,92.036858,8.575061,1.242821,0,0.646682,84521.00
550,2-Apr-96,339.503845,0.081208,14.524683,7.289612,0,0,0.68469,85499.00
551,3-Apr-96,331.196869,0.099866,6.196857,6.196857,0,0,0.680394,85910.00
552,4-Apr-96,330.267914,0.089282,5.267911,5.267911,0,0,0.671373,86231.00
553,5-Apr-96,329.47821,0.115063,4.478219,4.478219,0,0,0.661106,86500.00
554,6-Apr-96,328.806915,0.118583,3.806906,3.806906,0,0,0.649429,86787.00
555,7-Apr-96,328.236237,0.116957,3.236226,3.236226,0,0,0.637398,87056.00
556,8-Apr-96,330.688599,0.080835,2.751096,2.751096,0,0,0.627842,87308.00
557,9-Apr-96,329.359528,0.075897,2.338689,2.338689,0,0,0.619869,87578.00
558,10-Apr-96,329.967285,0.079626,1.988105,1.988105,0,0,0.611952,87650.00
559,11-Apr-96,328.710907,0.082299,1.690075,1.690075,0,0,0.603891,87651.00
560,12-Apr-96,331.374237,0.089582,1.436722,1.436722,0,0,0.595364,87705.00
561,13-Apr-96,328.283844,0.09113,1.221348,1.221348,0,0,0.586182,87740.00
562,14-Apr-96,326.079926,0.101198,1.038261,1.038261,0,0,0.577178,87740.00
563,15-Apr-96,328.170837,0.035769,1.212491,0.882619,0.117274,0,0.571385,87759.00
564,16-Apr-96,338.865784,0.061129,13.824129,0.750309,0.430334,0,0.619658,87957.00
565,17-Apr-96,369.189178,0.032019,44.189182,0.637833,0.4597,0,0.636838,88067.00
566,18-Apr-96,363.661163,0.055856,36.702831,0.542218,0.038142,0,0.673525,88721.00
567,19-Apr-96,329.546204,0.044492,4.504528,0.460936,0.1793,0,0.684004,88120.00
568,20-Apr-96,331.660492,0.072013,0.785482,0.391839,0,0,0.691517,88120.00
569,21-Apr-96,325.458099,0.031897,0.3331,0.3331,0,0,0.689512,88301.00
570,22-Apr-96,327.241486,0.076347,0.283166,0.283166,0,0,0.684166,88520.00
571,23-Apr-96,327.240723,0.091345,0.240718,0.240718,0,0,0.675843,88684.00
572,24-Apr-96,330.44754,0.08222,5.405874,0.204633,0.213043,0,0.690349,88848.00
573,25-Apr-96,325.235779,0.136605,0.235771,0.173957,0,0,0.687216,88684.00
574,26-Apr-96,325.147888,0.150529,0.14788,0.14788,0,0,0.673469,87921.00
575,27-Apr-96,325.125702,0.13409,0.125712,0.125712,0,0,0.658989,87903.00
576,28-Apr-96,325.106873,0.120179,0.106867,0.106867,0,0,0.646295,87921.00
577,29-Apr-96,325.090851,0.141018,0.090847,0.090847,0,0,0.6332,87957.00
578,30-Apr-96,327.035553,0.157702,0.077228,0.077228,0,0,0.618449,88012.00
579,1-May-96,324.128143,0.161156,0.065651,0.065651,0,0,0.602324,88012.00
580,2-May-96,324.055817,0.15106,0.05581,0.05581,0,0,0.586913,88012.00
581,3-May-96,325.026611,0.12922,0.047443,0.047443,0,0,0.572738,87975.00
582,4-May-96,325.040344,0.126526,0.040331,0.040331,0,0,0.560032,87957.00
583,5-May-96,325.034271,0.094461,0.034285,0.034285,0,0,0.549047,88030.00
584,6-May-96,324.049988,0.091247,0.029146,0.029146,0,0,0.539621,88120.00
585,7-May-96,324.02478,0.136635,0.024777,0.024777,0,0,0.528298,88175.00
586,8-May-96,324.021057,0.120993,0.021063,0.021063,0,0,0.515481,88265.00
587,9-May-96,324.017914,0.132913,0.017905,0.017905,0,0,0.502659,88320.00
588,10-May-96,324.015228,0.143713,0.015221,0.015221,0,0,0.488919,88392.00
589,11-May-96,324.992096,0.140101,0.012939,0.012939,0,0,0.474922,88447.00
590,12-May-96,324.03183,0.174619,0.011,0.011,0,0,0.459172,88502.00
591,13-May-96,58.655186,0.106084,0.009351,0.009351,0,0,0.444853,88556.00
592,14-May-96,313.466278,0.082611,0.007949,0.007949,0,0,0.435719,88374.00
593,15-May-96,321.77002,0.047531,2.770005,0.006757,0.403758,0,0.435686,88392.00
594,16-May-96,331.850433,0.042133,10.892092,0.005744,0.150549,0,0.481626,88483.00
595,17-May-96,341.494049,0.048339,16.577393,0.004883,0.967277,0,0.517875,88721.00
596,18-May-96,70.569481,0.060677,8.965313,0.004151,0.066923,0,0.584432,88994.00
597,19-May-96,321.417145,0.110501,0.06299,0.003529,0,0,0.583346,89086.00
