   Ordinate,   Date / Time,Hopland Gage FLOW,Russian 60 ET-POTENTIAL,Russian 60 FLOW,Russian 60 FLOW-BASE,Russian 60 INFILTRATION,Russian 60 PERC-SOIL,Russian 60 SATURATION FRACTION,Russian 70 ET-POTENTIAL,Russian 70 FLOW,Russian 70 FLOW-BASE,Russian 70 INFILTRATION,Russian 70 PERC-SOIL,Russian 70 SATURATION FRACTION,WF Russian ET-POTENTIAL,WF Russian FLOW,WF Russian FLOW-BASE,WF Russian INFILTRATION,WF Russian PERC-SOIL,WF Russian SATURATION FRACTION,Lake Mendocino Storage
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,
Units, ,CFS,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,ACRFT
Type, ,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM
2402,28-Apr-01,154.2071,0.054,8.7463,8.7463,0,0,0.8142,0.054,9.4892,9.4892,0,0,0.8112,0.0463,12.1495,12.1495,0,0,0.8582,88757.00
2403,29-Apr-01,154.0917,0.0708,8.237,8.237,0,0,0.8052,0.0708,8.9366,8.9366,0,0,0.8022,0.0607,11.4419,11.4419,0,0,0.8504,88775.00
2404,30-Apr-01,152.4828,0.0733,7.7573,7.7573,0,0,0.7948,0.0733,8.4162,8.4162,0,0,0.7918,0.0628,10.7756,10.7756,0,0,0.8415,88757.00
2405,1-May-01,152.6846,0.0715,7.3055,7.3055,0,0,0.7844,0.0715,7.9261,7.9261,0,0,0.7815,0.0613,10.1481,10.1481,0,0,0.8326,88775.00
2406,2-May-01,154.5205,0.0743,6.8801,6.8801,0,0,0.7741,0.0743,7.4645,7.4645,0,0,0.7711,0.0637,9.5571,9.5571,0,0,0.8238,88757.00
2407,3-May-01,155.6919,0.0693,6.4794,6.4794,0,0,0.7636,0.0693,7.0298,7.0298,0,0,0.7606,0.0594,9.0005,9.0005,0,0,0.8148,88702.00
2408,4-May-01,155.5097,0.0849,6.1021,6.1021,0,0,0.753,0.0849,6.6204,6.6204,0,0,0.75,0.0728,8.4764,8.4764,0,0,0.8057,88684.00
2409,5-May-01,154.357,0.0829,5.7467,5.7467,0,0,0.7409,0.0829,6.2349,6.2349,0,0,0.7379,0.0711,7.9828,7.9828,0,0,0.7953,88629.00
2410,6-May-01,153.1769,0.0838,5.4121,5.4121,0,0,0.729,0.0838,5.8718,5.8718,0,0,0.726,0.0718,7.5179,7.5179,0,0,0.7851,88556.00
2411,7-May-01,152.0603,0.0837,5.0969,5.0969,0,0,0.7169,0.0837,5.5298,5.5298,0,0,0.7139,0.0718,7.0801,7.0801,0,0,0.7747,88502.00
2412,8-May-01,151.0086,0.0894,4.8001,4.8001,0,0,0.7046,0.0894,5.2078,5.2078,0,0,0.7016,0.0766,6.6678,6.6678,0,0,0.7642,88465.00
2413,9-May-01,150.0181,0.0891,4.5205,4.5205,0,0,0.6918,0.0891,4.9045,4.9045,0,0,0.6888,0.0764,6.2795,6.2795,0,0,0.7533,88411.00
2414,10-May-01,149.0853,0.0842,4.2573,4.2573,0,0,0.6794,0.0842,4.6189,4.6189,0,0,0.6764,0.0722,5.9138,5.9138,0,0,0.7426,88338.00
2415,11-May-01,148.2068,0.0876,4.0094,4.0094,0,0,0.6673,0.0876,4.3499,4.3499,0,0,0.6643,0.075,5.5694,5.5694,0,0,0.7322,88301.00
2416,12-May-01,147.3794,0.0622,3.7759,3.7759,0,0,0.6564,0.0622,4.0966,4.0966,0,0,0.6534,0.0533,5.2451,5.2451,0,0,0.7229,88211.00
2417,13-May-01,146.6003,0.0658,3.556,3.556,0,0,0.6474,0.0658,3.858,3.858,0,0,0.6444,0.0564,4.9396,4.9396,0,0,0.7152,88138.00
2418,14-May-01,145.8665,0.0623,3.3489,3.3489,0,0,0.6381,0.0623,3.6333,3.6333,0,0,0.6351,0.0534,4.6519,4.6519,0,0,0.7072,88012.00
2419,15-May-01,145.625,0.0382,3.1539,3.1539,0,0,0.631,0.0382,3.4218,3.4218,0,0,0.628,0.0328,4.381,4.381,0,0,0.7011,87939.00
2420,16-May-01,136.481,0.0766,2.9702,2.9702,0,0,0.6228,0.0766,3.2225,3.2225,0,0,0.6198,0.0657,4.1259,4.1259,0,0,0.694,87867.00
2421,17-May-01,116.0539,0.0874,2.7972,2.7972,0,0,0.6113,0.0874,3.0348,3.0348,0,0,0.6083,0.0749,3.8856,3.8856,0,0,0.6843,87849.00
2422,18-May-01,103.5296,0.0857,2.6343,2.6343,0,0,0.5987,0.0857,2.8581,2.8581,0,0,0.5957,0.0734,3.6593,3.6593,0,0,0.6734,87867.00
2423,19-May-01,101.8546,0.0906,2.4809,2.4809,0,0,0.5861,0.0906,2.6917,2.6917,0,0,0.5831,0.0777,3.4462,3.4462,0,0,0.6626,87957.00
2424,20-May-01,101.2818,0.0914,2.3364,2.3364,0,0,0.573,0.0914,2.5349,2.5349,0,0,0.57,0.0783,3.2455,3.2455,0,0,0.6514,88030.00
2425,21-May-01,100.797,0.0979,2.2004,2.2004,0,0,0.5597,0.0979,2.3873,2.3873,0,0,0.5567,0.0839,3.0565,3.0565,0,0,0.64,88084.00
2426,22-May-01,100.3428,0.0941,2.0722,2.0722,0,0,0.546,0.0941,2.2483,2.2483,0,0,0.543,0.0806,2.8785,2.8785,0,0,0.6282,88084.00
2427,23-May-01,99.9152,0.0983,1.9516,1.9516,0,0,0.5323,0.0983,2.1173,2.1173,0,0,0.5293,0.0842,2.7109,2.7109,0,0,0.6165,88102.00
2428,24-May-01,99.9621,0.0941,1.8379,1.8379,0,0,0.5185,0.0941,1.994,1.994,0,0,0.5155,0.0807,2.553,2.553,0,0,0.6046,88120.00
2429,25-May-01,111.7708,0.0807,1.7309,1.7309,0,0,0.5058,0.0807,1.8779,1.8779,0,0,0.5028,0.0691,2.4044,2.4044,0,0,0.5938,88138.00
2430,26-May-01,132.0696,0.0845,1.6301,1.6301,0,0,0.4941,0.0845,1.7685,1.7685,0,0,0.4911,0.0724,2.2643,2.2643,0,0,0.5838,88084.00
2431,27-May-01,141.4867,0.0642,1.5352,1.5352,0,0,0.4838,0.0643,1.6655,1.6655,0,0,0.4808,0.0551,2.1325,2.1325,0,0,0.5749,88012.00
2432,28-May-01,142.0723,0.0814,1.4458,1.4458,0,0,0.4732,0.0814,1.5686,1.5686,0,0,0.4702,0.0698,2.0083,2.0083,0,0,0.5659,87939.00
2433,29-May-01,142.7215,0.0863,1.3616,1.3616,0,0,0.4611,0.0863,1.4772,1.4772,0,0,0.4581,0.074,1.8913,1.8913,0,0,0.5555,87886.00
2434,30-May-01,143.8895,0.0897,1.2823,1.2823,0,0,0.4485,0.0896,1.3912,1.3912,0,0,0.4455,0.0768,1.7812,1.7812,0,0,0.5447,87831.00
2435,31-May-01,144.2216,0.0929,1.2076,1.2076,0,0,0.4354,0.0929,1.3102,1.3102,0,0,0.4324,0.0796,1.6775,1.6775,0,0,0.5335,87776.00
2436,1-Jun-01,149.8715,0.0902,1.1373,1.1373,0,0,0.4225,0.0902,1.2339,1.2339,0,0,0.4195,0.0773,1.5798,1.5798,0,0,0.5224,87668.00
2437,2-Jun-01,163.7647,0.0798,1.071,1.071,0,0,0.4103,0.0798,1.162,1.162,0,0,0.4073,0.0684,1.4878,1.4878,0,0,0.5119,87560.00
2438,3-Jun-01,172.6574,0.0821,1.0087,1.0087,0,0,0.3986,0.0821,1.0943,1.0943,0,0,0.3956,0.0703,1.4011,1.4011,0,0,0.5019,87415.00
2439,4-Jun-01,173.3171,0.0905,0.9499,0.9499,0,0,0.3865,0.0905,1.0306,1.0306,0,0,0.3836,0.0776,1.3195,1.3195,0,0,0.4916,87254.00
2440,5-Jun-01,173.1678,0.0837,0.8946,0.8946,0,0,0.3738,0.0837,0.9706,0.9706,0,0,0.3708,0.0717,1.2427,1.2427,0,0,0.4807,86985.00
2441,6-Jun-01,172.9853,0.0918,0.8425,0.8425,0,0,0.3616,0.0917,0.9141,0.9141,0,0,0.3586,0.0786,1.1703,1.1703,0,0,0.4702,86840.00
2442,7-Jun-01,172.8115,0.097,0.7934,0.7934,0,0,0.3481,0.097,0.8608,0.8608,0,0,0.3451,0.0831,1.1022,1.1022,0,0,0.4586,86679.00
2443,8-Jun-01,172.6478,0.0956,0.7472,0.7472,0,0,0.3344,0.0956,0.8107,0.8107,0,0,0.3314,0.082,1.038,1.038,0,0,0.4469,86535.00
2444,9-Jun-01,172.4936,0.0911,0.7037,0.7037,0,0,0.321,0.0911,0.7635,0.7635,0,0,0.318,0.0781,0.9775,0.9775,0,0,0.4354,86338.00
2445,10-Jun-01,172.3484,0.0851,0.6627,0.6627,0,0,0.3083,0.0851,0.719,0.719,0,0,0.3053,0.073,0.9206,0.9206,0,0,0.4245,86195.00
2446,11-Jun-01,172.2116,0.0841,0.6241,0.6241,0,0,0.2962,0.0841,0.6772,0.6772,0,0,0.2932,0.0721,0.867,0.867,0,0,0.4142,86070.00
2447,12-Jun-01,172.0828,0.0865,0.5878,0.5878,0,0,0.284,0.0865,0.6377,0.6377,0,0,0.281,0.0741,0.8165,0.8165,0,0,0.4037,85945.00
2448,13-Jun-01,171.9615,0.0904,0.5536,0.5536,0,0,0.2714,0.0904,0.6006,0.6006,0,0,0.2684,0.0774,0.769,0.769,0,0,0.3929,85802.00
2449,14-Jun-01,171.8473,0.0925,0.5213,0.5213,0,0,0.2583,0.0925,0.5656,0.5656,0,0,0.2553,0.0793,0.7242,0.7242,0,0,0.3817,85659.00
2450,15-Jun-01,171.7397,0.0946,0.491,0.491,0,0,0.245,0.0946,0.5327,0.5327,0,0,0.242,0.0811,0.682,0.682,0,0,0.3703,85463.00
2451,16-Jun-01,171.6384,0.1023,0.4624,0.4624,0,0,0.2311,0.1023,0.5017,0.5017,0,0,0.2281,0.0876,0.6423,0.6423,0,0,0.3584,85231.00
2452,17-Jun-01,171.543,0.1078,0.4355,0.4355,0,0,0.2163,0.1078,0.4724,0.4724,0,0,0.2133,0.0923,0.6049,0.6049,0,0,0.3457,84982.00
2453,18-Jun-01,171.4531,0.095,0.4101,0.4101,0,0,0.2014,0.095,0.4449,0.4449,0,0,0.1985,0.0814,0.5697,0.5697,0,0,0.333,84734.00
2454,19-Jun-01,171.3685,0.1022,0.3862,0.3862,0,0,0.1875,0.1022,0.419,0.419,0,0,0.1845,0.0876,0.5365,0.5365,0,0,0.321,84574.00
2455,20-Jun-01,178.0327,0.1038,0.3637,0.3637,0,0,0.1727,0.1038,0.3946,0.3946,0,0,0.1697,0.089,0.5052,0.5052,0,0,0.3083,84343.00
2456,21-Jun-01,196.0812,0.0973,0.3425,0.3425,0,0,0.1582,0.0973,0.3716,0.3716,0,0,0.1552,0.0834,0.4758,0.4758,0,0,0.2959,84024.00
2457,22-Jun-01,209.6967,0.0966,0.3226,0.3226,0,0,0.1444,0.0966,0.35,0.35,0,0,0.1414,0.0828,0.4481,0.4481,0,0,0.284,83705.00
2458,23-Jun-01,211.0484,0.1032,0.3038,0.3038,0,0,0.1304,0.1032,0.3296,0.3296,0,0,0.1275,0.0884,0.422,0.422,0,0,0.2721,83369.00
2459,24-Jun-01,209.7621,0.0836,0.2861,0.2861,0,0,0.1168,0.0836,0.3104,0.3104,0,0,0.1139,0.0716,0.3974,0.3974,0,0,0.2604,82981.00
2460,25-Jun-01,202.8839,0.0668,0.2695,0.2695,0,0,0.1057,0.0668,0.2923,0.2923,0,0,0.1027,0.0573,0.3743,0.3743,0,0,0.2509,82663.00
2461,26-Jun-01,195.7964,0.0374,0.2538,0.2538,0,0,0.0985,0.0374,0.5613,0.2753,0.0153,0,0.0981,0.032,4.364,0.3525,0.1413,0,0.2529,82364.00
2462,27-Jun-01,218.6996,0.0274,1.1945,0.239,0.2235,0,0.1178,0.0274,28.332,0.2593,0.3874,0,0.1393,0.0235,21.8861,0.332,0.4136,0,0.3109,82134.00
2463,28-Jun-01,174.4617,0.0621,0.5534,0.2251,0,0,0.1282,0.0622,6.3901,0.2442,0,0,0.155,0.0533,0.4357,0.3126,0,0,0.3257,82012.00
2464,29-Jun-01,135.5956,0.0926,0.23,0.212,0,0,0.1239,0.0926,0.3999,0.23,0,0,0.1506,0.0793,0.2944,0.2944,0,0,0.323,81888.00
2465,30-Jun-01,131.8911,0.099,0.1996,0.1996,0,0,0.1112,0.099,0.2166,0.2166,0,0,0.138,0.0849,0.2773,0.2773,0,0,0.3131,81888.00
2466,1-Jul-01,131.6739,0.0982,0.188,0.188,0,0,0.097,0.0982,0.204,0.204,0,0,0.1237,0.0841,0.2611,0.2611,0,0,0.3009,81730.00
2467,2-Jul-01,131.6276,0.0949,0.177,0.177,0,0,0.0831,0.0949,0.1921,0.1921,0,0,0.1098,0.0813,0.2459,0.2459,0,0,0.289,81642.00
2468,3-Jul-01,139.2339,0.1016,0.1667,0.1667,0,0,0.0691,0.1016,0.1809,0.1809,0,0,0.0958,0.0871,0.2316,0.2316,0,0,0.277,81554.00
2469,4-Jul-01,157.5669,0.1066,0.157,0.157,0,0,0.0544,0.1066,0.1704,0.1704,0,0,0.0812,0.0914,0.2181,0.2181,0,0,0.2644,81378.00
2470,5-Jul-01,169.3371,0.0823,0.1479,0.1479,0,0,0.0405,0.0823,0.1604,0.1604,0,0,0.0673,0.0705,0.2054,0.2054,0,0,0.2525,81150.00
2471,6-Jul-01,170.4302,0.0997,0.1393,0.1393,0,0,0.0279,0.0997,0.1511,0.1511,0,0,0.0547,0.0854,0.1935,0.1935,0,0,0.2417,80922.00
2472,7-Jul-01,170.4619,0.0937,0.1312,0.1312,0,0,0.0139,0.0937,0.1423,0.1423,0,0,0.0406,0.0803,0.1822,0.1822,0,0,0.2297,80641.00
2473,8-Jul-01,176.7319,0.0971,0.1235,0.1235,0,0,0.0029,0.0971,0.134,0.134,0,0,0.0272,0.0832,0.1716,0.1716,0,0,0.2181,80396.00
2474,9-Jul-01,186.8342,0.0905,0.1163,0.1163,0,0,0,0.0905,0.1262,0.1262,0,0,0.0138,0.0775,0.1616,0.1616,0,0,0.2067,79958.00
2475,10-Jul-01,190.9867,0.0777,0.1096,0.1096,0,0,0,0.0777,0.1189,0.1189,0,0,0.0032,0.0666,0.1522,0.1522,0,0,0.1963,79678.00
2476,11-Jul-01,191.3443,0.0673,0.1032,0.1032,0,0,0,0.0673,0.1119,0.1119,0,0,0,0.0577,0.1433,0.1433,0,0,0.1875,79346.00
2477,12-Jul-01,191.3433,0.0766,0.0972,0.0972,0,0,0,0.0766,0.1054,0.1054,0,0,0,0.0657,0.135,0.135,0,0,0.1787,79049.00
2478,13-Jul-01,191.3242,0.0977,0.0915,0.0915,0,0,0,0.0977,0.0993,0.0993,0,0,0,0.0837,0.1271,0.1271,0,0,0.168,78752.00
2479,14-Jul-01,191.3054,0.0881,0.0862,0.0862,0,0,0,0.0881,0.0935,0.0935,0,0,0,0.0755,0.1197,0.1197,0,0,0.1565,78490.00
2480,15-Jul-01,191.2876,0.0942,0.0812,0.0812,0,0,0,0.0942,0.0881,0.0881,0,0,0,0.0808,0.1127,0.1127,0,0,0.1456,78177.00
2481,16-Jul-01,191.2708,0.0763,0.0764,0.0764,0,0,0,0.0763,0.0829,0.0829,0,0,0,0.0654,0.1062,0.1062,0,0,0.1348,77863.00
2482,17-Jul-01,191.2551,0.089,0.072,0.072,0,0,0,0.089,0.0781,0.0781,0,0,0,0.0762,0.1,0.1,0,0,0.1249,77585.00
2483,18-Jul-01,191.2402,0.092,0.0678,0.0678,0,0,0,0.092,0.0735,0.0735,0,0,0,0.0788,0.0942,0.0942,0,0,0.1138,77324.00
2484,19-Jul-01,191.2262,0.083,0.0638,0.0638,0,0,0,0.083,0.0693,0.0693,0,0,0,0.0712,0.0887,0.0887,0,0,0.1031,77063.00
2485,20-Jul-01,191.213,0.0802,0.0601,0.0601,0,0,0,0.0802,0.0652,0.0652,0,0,0,0.0688,0.0835,0.0835,0,0,0.093,76750.00
2486,21-Jul-01,191.2006,0.083,0.0566,0.0566,0,0,0,0.083,0.0614,0.0614,0,0,0,0.0712,0.0787,0.0787,0,0,0.083,76438.00
2487,22-Jul-01,191.1889,0.0911,0.0533,0.0533,0,0,0,0.0911,0.0579,0.0579,0,0,0,0.078,0.0741,0.0741,0,0,0.0724,76178.00
2488,23-Jul-01,191.1779,0.099,0.0502,0.0502,0,0,0,0.099,0.0545,0.0545,0,0,0,0.0848,0.0698,0.0698,0,0,0.0609,75745.00
2489,24-Jul-01,191.1676,0.099,0.0473,0.0473,0,0,0,0.099,0.0513,0.0513,0,0,0,0.0848,0.0657,0.0657,0,0,0.0487,75588.00
2490,25-Jul-01,191.1578,0.0918,0.0445,0.0445,0,0,0,0.0918,0.0483,0.0483,0,0,0,0.0787,0.0619,0.0619,0,0,0.0371,75467.00
2491,26-Jul-01,191.1486,0.0843,0.0419,0.0419,0,0,0,0.0843,0.0455,0.0455,0,0,0,0.0723,0.0583,0.0583,0,0,0.0263,75173.00
2492,27-Jul-01,190.6904,0.0912,0.0395,0.0395,0,0,0,0.0912,0.0429,0.0429,0,0,0,0.0782,0.0549,0.0549,0,0,0.0154,74863.00
2493,28-Jul-01,189.2844,0.0933,0.0372,0.0372,0,0,0,0.0933,0.0404,0.0404,0,0,0,0.08,0.0517,0.0517,0,0,0.0047,74569.00
2494,29-Jul-01,188.2305,0.0959,0.035,0.035,0,0,0,0.0959,0.038,0.038,0,0,0,0.0822,0.0487,0.0487,0,0,0,74275.00
2495,30-Jul-01,188.1226,0.0684,0.033,0.033,0,0,0,0.0684,0.0358,0.0358,0,0,0,0.0587,0.0458,0.0458,0,0,0,73964.00
2496,31-Jul-01,188.1104,0.0876,0.0311,0.0311,0,0,0,0.0876,0.0337,0.0337,0,0,0,0.0751,0.0432,0.0432,0,0,0,73655.00
2497,1-Aug-01,188.1037,0.0934,0.0293,0.0293,0,0,0,0.0934,0.0318,0.0318,0,0,0,0.0801,0.0407,0.0407,0,0,0,73362.00
2498,2-Aug-01,188.0977,0.0879,0.0276,0.0276,0,0,0,0.0879,0.0299,0.0299,0,0,0,0.0753,0.0383,0.0383,0,0,0,73087.00
2499,3-Aug-01,187.1928,0.0803,0.026,0.026,0,0,0,0.0803,0.0282,0.0282,0,0,0,0.0688,0.0361,0.0361,0,0,0,73087.00
2500,4-Aug-01,185.291,0.0687,0.0244,0.0244,0,0,0,0.0687,0.0265,0.0265,0,0,0,0.0589,0.034,0.034,0,0,0,72486.00
2501,5-Aug-01,184.1907,0.0823,0.023,0.023,0,0,0,0.0823,0.025,0.025,0,0,0,0.0706,0.032,0.032,0,0,0,72229.00
2502,6-Aug-01,184.0826,0.0874,0.0217,0.0217,0,0,0,0.0874,0.0235,0.0235,0,0,0,0.0749,0.0301,0.0301,0,0,0,71393.00
2503,7-Aug-01,184.0726,0.09,0.0204,0.0204,0,0,0,0.09,0.0222,0.0222,0,0,0,0.0772,0.0284,0.0284,0,0,0,71664.00
2504,8-Aug-01,184.0681,0.0966,0.0192,0.0192,0,0,0,0.0966,0.0209,0.0209,0,0,0,0.0828,0.0267,0.0267,0,0,0,71407.00
2505,9-Aug-01,184.0642,0.0855,0.0181,0.0181,0,0,0,0.0855,0.0196,0.0196,0,0,0,0.0733,0.0252,0.0252,0,0,0,71135.00
2506,10-Aug-01,184.0604,0.0655,0.0171,0.0171,0,0,0,0.0655,0.0185,0.0185,0,0,0,0.0562,0.0237,0.0237,0,0,0,70810.00
2507,11-Aug-01,184.0569,0.0828,0.0161,0.0161,0,0,0,0.0828,0.0174,0.0174,0,0,0,0.0709,0.0223,0.0223,0,0,0,70538.00
2508,12-Aug-01,183.604,0.0717,0.0151,0.0151,0,0,0,0.0717,0.0164,0.0164,0,0,0,0.0615,0.021,0.021,0,0,0,70266.00
2509,13-Aug-01,182.6527,0.0728,0.0142,0.0142,0,0,0,0.0728,0.0155,0.0155,0,0,0,0.0624,0.0198,0.0198,0,0,0,69977.00
2510,14-Aug-01,181.2029,0.0835,0.0134,0.0134,0,0,0,0.0835,0.0146,0.0146,0,0,0,0.0716,0.0186,0.0186,0,0,0,69706.00
2511,15-Aug-01,180.6009,0.0866,0.0126,0.0126,0,0,0,0.0866,0.0137,0.0137,0,0,0,0.0743,0.0175,0.0175,0,0,0,69452.00
2512,16-Aug-01,180.996,0.0861,0.0119,0.0119,0,0,0,0.0861,0.0129,0.0129,0,0,0,0.0738,0.0165,0.0165,0,0,0,69198.00
2513,17-Aug-01,180.5876,0.0914,0.0112,0.0112,0,0,0,0.0913,0.0122,0.0122,0,0,0,0.0783,0.0156,0.0156,0,0,0,68928.00
2514,18-Aug-01,180.0891,0.0872,0.0106,0.0106,0,0,0,0.0872,0.0114,0.0114,0,0,0,0.0747,0.0147,0.0147,0,0,0,68658.00
2515,19-Aug-01,180.038,0.0831,0.0099,0.0099,0,0,0,0.0831,0.0108,0.0108,0,0,0,0.0712,0.0138,0.0138,0,0,0,68355.00
2516,20-Aug-01,180.0333,0.0764,0.0094,0.0094,0,0,0,0.0764,0.0102,0.0102,0,0,0,0.0655,0.013,0.013,0,0,0,68103.00
2517,21-Aug-01,176.4345,0.0723,0.0088,0.0088,0,0,0,0.0723,0.0096,0.0096,0,0,0,0.062,0.0122,0.0122,0,0,0,67801.00
2518,22-Aug-01,167.4983,0.0466,0.0083,0.0083,0,0,0,0.0466,0.009,0.009,0,0,0,0.0399,0.0115,0.0115,0,0,0,67550.00
2519,23-Aug-01,162.5189,0.0483,0.0078,0.0078,0,0,0,0.0483,0.0085,0.0085,0,0,0,0.0414,0.0109,0.0109,0,0,0,67299.00
2520,24-Aug-01,162.9541,0.0794,0.0074,0.0074,0,0,0,0.0794,0.008,0.008,0,0,0,0.068,0.0102,0.0102,0,0,0,67064.00
2521,25-Aug-01,163.0204,0.0793,0.0069,0.0069,0,0,0,0.0793,0.0075,0.0075,0,0,0,0.068,0.0096,0.0096,0,0,0,66847.00
2522,26-Aug-01,163.0229,0.0839,0.0065,0.0065,0,0,0,0.0839,0.0071,0.0071,0,0,0,0.0719,0.0091,0.0091,0,0,0,66647.00
2523,27-Aug-01,173.3624,0.0914,0.0061,0.0061,0,0,0,0.0914,0.0067,0.0067,0,0,0,0.0783,0.0085,0.0085,0,0,0,66381.00
2524,28-Aug-01,189.7747,0.0924,0.0058,0.0058,0,0,0,0.0924,0.0063,0.0063,0,0,0,0.0792,0.008,0.008,0,0,0,66098.00
2525,29-Aug-01,195.4864,0.0781,0.0055,0.0055,0,0,0,0.0781,0.0059,0.0059,0,0,0,0.0669,0.0076,0.0076,0,0,0,65766.00
2526,30-Aug-01,196.8867,0.071,0.0051,0.0051,0,0,0,0.071,0.0056,0.0056,0,0,0,0.0608,0.0071,0.0071,0,0,0,65501.00
2527,31-Aug-01,198.814,0.0738,0.0048,0.0048,0,0,0,0.0738,0.0052,0.0052,0,0,0,0.0632,0.0067,0.0067,0,0,0,65169.00
2528,1-Sep-01,199.0052,0.0735,0.0046,0.0046,0,0,0,0.0735,0.0049,0.0049,0,0,0,0.063,0.0063,0.0063,0,0,0,64920.00
2529,2-Sep-01,199.0147,0.0768,0.0043,0.0043,0,0,0,0.0767,0.0047,0.0047,0,0,0,0.0658,0.006,0.006,0,0,0,64639.00
2530,3-Sep-01,198.1151,0.0754,0.004,0.004,0,0,0,0.0754,0.0044,0.0044,0,0,0,0.0646,0.0056,0.0056,0,0,0,64309.00
2531,4-Sep-01,196.6675,0.0741,0.0038,0.0038,0,0,0,0.0741,0.0041,0.0041,0,0,0,0.0635,0.0053,0.0053,0,0,0,64013.00
2532,5-Sep-01,196.9693,0.0744,0.0036,0.0036,0,0,0,0.0744,0.0039,0.0039,0,0,0,0.0638,0.005,0.005,0,0,0,63733.00
2533,6-Sep-01,239.1475,0.0641,0.0034,0.0034,0,0,0,0.0641,0.0037,0.0037,0,0,0,0.0549,0.0047,0.0047,0,0,0,63388.00
2534,7-Sep-01,290.7235,0.0792,0.0032,0.0032,0,0,0,0.0792,0.0034,0.0034,0,0,0,0.0679,0.0044,0.0044,0,0,0,62845.00
2535,8-Sep-01,301.157,0.0714,0.003,0.003,0,0,0,0.0714,0.0032,0.0032,0,0,0,0.0612,0.0042,0.0042,0,0,0,62352.00
2536,9-Sep-01,298.0623,0.05,0.0028,0.0028,0,0,0,0.05,0.0031,0.0031,0,0,0,0.0428,0.0039,0.0039,0,0,0,61845.00
2537,10-Sep-01,298.0097,0.0591,0.0027,0.0027,0,0,0,0.0591,0.0029,0.0029,0,0,0,0.0507,0.0037,0.0037,0,0,0,61370.00
2538,11-Sep-01,298.0088,0.056,0.0025,0.0025,0,0,0,0.056,0.0027,0.0027,0,0,0,0.048,0.0035,0.0035,0,0,0,60864.00
2539,12-Sep-01,298.0083,0.0672,0.0024,0.0024,0,0,0,0.0672,0.0026,0.0026,0,0,0,0.0576,0.0033,0.0033,0,0,0,60407.00
2540,13-Sep-01,298.0078,0.043,0.0022,0.0022,0,0,0,0.043,0.0024,0.0024,0,0,0,0.0368,0.0031,0.0031,0,0,0,59935.00
2541,14-Sep-01,286.1894,0.0685,0.0021,0.0021,0,0,0,0.0685,0.0023,0.0023,0,0,0,0.0587,0.0029,0.0029,0,0,0,59465.00
2542,15-Sep-01,267.9253,0.07,0.002,0.002,0,0,0,0.07,0.0021,0.0021,0,0,0,0.06,0.0027,0.0027,0,0,0,59091.00
2543,16-Sep-01,259.8716,0.0644,0.0019,0.0019,0,0,0,0.0644,0.002,0.002,0,0,0,0.0552,0.0026,0.0026,0,0,0,58702.00
2544,17-Sep-01,259.0189,0.0667,0.0017,0.0017,0,0,0,0.0667,0.0019,0.0019,0,0,0,0.0572,0.0024,0.0024,0,0,0,58346.00
2545,18-Sep-01,259.0059,0.0614,0.0016,0.0016,0,0,0,0.0614,0.0018,0.0018,0,0,0,0.0526,0.0023,0.0023,0,0,0,57990.00
2546,19-Sep-01,229.1495,0.0645,0.0015,0.0015,0,0,0,0.0645,0.0017,0.0017,0,0,0,0.0553,0.0021,0.0021,0,0,0,57570.00
2547,20-Sep-01,180.332,0.0629,0.0015,0.0015,0,0,0,0.0629,0.0016,0.0016,0,0,0,0.0539,0.002,0.002,0,0,0,57361.00
2548,21-Sep-01,149.6408,0.0613,0.0014,0.0014,0,0,0,0.0613,0.0015,0.0015,0,0,0,0.0526,0.0019,0.0019,0,0,0,57151.00
2549,22-Sep-01,146.2222,0.0658,0.0013,0.0013,0,0,0,0.0658,0.0014,0.0014,0,0,0,0.0564,0.0018,0.0018,0,0,0,56974.00
2550,23-Sep-01,146.0146,0.0572,0.0012,0.0012,0,0,0,0.0572,0.0013,0.0013,0,0,0,0.049,0.0017,0.0017,0,0,0,56796.00
2551,24-Sep-01,145.5549,0.0388,0.0011,0.0011,0,0,0,0.0388,0.0012,0.0012,0,0,0,0.0333,0.0016,0.0016,0,0,0,56571.00
2552,25-Sep-01,127.0719,0.0404,0.0011,0.0011,0,0,0,0.0404,0.0012,0.0012,0,0,0,0.0346,0.0015,0.0015,0,0,0,56459.00
2553,26-Sep-01,110.6751,0.0506,0.001,0.001,0,0,0,0.0506,0.0011,0.0011,0,0,0,0.0433,0.0014,0.0014,0,0,0,56396.00
2554,27-Sep-01,109.1036,0.0576,0.001,0.001,0,0,0,0.0576,0.001,0.001,0,0,0,0.0494,0.0013,0.0013,0,0,0,56330.00
2555,28-Sep-01,130.128,0.0567,0.0009,0.0009,0,0,0,0.0567,0.001,0.001,0,0,0,0.0486,0.0013,0.0013,0,0,0,56235.00
