   Ordinate,   Date / Time,Hopland Gage FLOW,Russian 60 ET-POTENTIAL,Russian 60 FLOW,Russian 60 FLOW-BASE,Russian 60 INFILTRATION,Russian 60 PERC-SOIL,Russian 60 SATURATION FRACTION,Russian 70 ET-POTENTIAL,Russian 70 FLOW,Russian 70 FLOW-BASE,Russian 70 INFILTRATION,Russian 70 PERC-SOIL,Russian 70 SATURATION FRACTION,WF Russian ET-POTENTIAL,WF Russian FLOW,WF Russian FLOW-BASE,WF Russian INFILTRATION,WF Russian PERC-SOIL,WF Russian SATURATION FRACTION,Lake Mendocino Storage
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,
Units, ,CFS,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,ACRFT
Type, ,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM
1225,6-Feb-98,8796.5967,0.0111,2775.9978,1287.7534,1.1044,1.1044,1,0.0111,3042.9165,1385.7067,1.1072,1.1072,1,0.0095,3011.1692,2869.5986,1.693,1.693,1,86392.00
1226,7-Feb-98,7997.4204,0.012,2447.9392,1405.2373,1.0882,1.0882,1,0.012,2659.1248,1543.3364,1.0418,1.0418,1,0.0103,2763.272,2398.7307,1.6163,1.6163,1,95952.00
1227,8-Feb-98,7028.3667,0.01,1822.6503,1370.0245,0.2533,0.2533,1,0.01,2097.9988,1512.2332,0.3201,0.3201,1,0.0086,1863.8889,1827.225,0.1019,0.1019,1,104550.00
1228,9-Feb-98,5592.4331,0.0217,841.769,813.55,0,0,1,0.0217,880.6228,853.9276,0,0,1,0.0185,756.3022,756.3022,0,0,1,105272.00
1229,10-Feb-98,5459.3975,0.0094,556.5988,555.2691,0.5944,0.5944,1,0.0094,621.0985,599.8741,0.622,0.622,1,0.0081,1107.853,1088.7211,0.7898,0.7898,1,102670.00
1230,11-Feb-98,6793.3291,0.0159,766.8348,764.652,0.0355,0.0355,1,0.0159,978.0306,938.0073,0.1165,0.1165,1,0.0136,1450.0681,1427.8405,0.1035,0.1035,1,95914.00
1231,12-Feb-98,5509.4497,0.0093,667.3069,664.6953,0.6089,0.6089,1,0.0093,819.7269,779.5942,0.5882,0.5882,1,0.008,1384.6609,1356.3768,0.6257,0.6257,1,90383.00
1232,13-Feb-98,4959.2603,0.0222,757.7044,756.6516,0.023,0.023,1,0.0222,849.9107,837.478,0.0094,0.0094,1,0.019,800.2921,799.6036,0.0056,0.0056,1,89506.00
1233,14-Feb-98,4912.1772,0.0141,736.6153,732.5653,0.9709,0.9709,1,0.0141,869.1227,812.9667,0.9025,0.9025,1,0.0121,1567.6967,1529.6459,0.9083,0.9083,1,88520.00
1234,15-Feb-98,6838.6538,0.0237,914.9297,913.2302,0,0,1,0.0237,991.6615,969.6847,0,0,1,0.0203,931.0193,926.7557,0,0,1,85606.00
1235,16-Feb-98,5724.1963,0.006,856.5162,617.6007,0.7752,0.7752,1,0.006,832.1909,637.6268,0.7522,0.7522,1,0.0052,1227.3054,1196.2863,0.9943,0.9943,1,78055.00
1236,17-Feb-98,6782.2104,0.0179,1282.0479,982.2634,0.3999,0.3999,1,0.0179,1403.421,1131.7227,0.3929,0.3929,1,0.0153,1560.6245,1537.0039,0.1868,0.1868,1,79241.00
1237,18-Feb-98,5520.5234,0.0127,779.0181,759.1675,0.1879,0.1879,1,0.0127,806.3804,791.0142,0.2314,0.2314,1,0.0108,684.1362,682.1422,0.3034,0.3034,1,75918.00
1238,19-Feb-98,9659.1279,0.0093,2447.4187,778.4816,1.2,1.2,1,0.0093,2812.521,927.0491,1.2,1.2,1,0.008,3796.8059,2600.772,1.7303,1.7303,1,70640.00
1239,20-Feb-98,7584.624,0.0161,1708.1687,1098.0486,0.0431,0.0431,1,0.016,1838.147,1255.7477,0.0404,0.0404,1,0.0137,1258.5476,1215.5583,0,0,1,78525.00
1240,21-Feb-98,9125.375,0.0085,2238.1982,869.3362,0.9025,0.9025,1,0.0085,2827.3262,951.558,0.8971,0.8971,1,0.0073,3751.3477,2201.4526,1.433,1.433,1,76993.00
1241,22-Feb-98,5846.7402,0.0241,1308.5446,906.6359,0,0,1,0.0241,1425.5117,1000.6161,0,0,1,0.0206,984.4918,973.0768,0,0,1,84414.00
1242,23-Feb-98,4130.3203,0.0113,704.5661,656.2284,0.6628,0.6628,1,0.0112,773.293,718.5051,0.682,0.682,1,0.0096,1383.6406,1354.1998,0.6635,0.6635,1,83634.00
1243,24-Feb-98,5449.0513,0.0278,790.6802,774.5486,0,0,1,0.0278,899.3053,883.9392,0,0,1,0.0238,833.7979,832.5186,0,0,1,84846.00
1244,25-Feb-98,5150.5303,0.0144,506.156,505.1737,0,0,1,0.0144,538.3317,537.791,0,0,1,0.0123,643.3478,643.3478,0,0,1,79608.00
1245,26-Feb-98,4503.7676,0.0168,382.6849,382.6849,0,0,1,0.0167,417.3703,417.3703,0,0,1,0.0143,605.584,605.584,0,0,1,73312.00
1246,27-Feb-98,2820.8611,0.023,343.9799,343.9799,0,0,1,0.023,381.7281,381.7281,0,0,1,0.0197,570.3173,570.3173,0,0,1,69825.00
1247,28-Feb-98,1886.7679,0.028,321.8008,321.8008,0,0,0.9992,0.028,358.4328,358.4328,0,0,0.9994,0.024,537.1046,537.1046,0,0,1,70011.00
1248,1-Mar-98,1686.2848,0.0325,302.8198,302.8198,0,0,0.9959,0.0325,337.4736,337.4736,0,0,0.9962,0.0279,505.826,505.826,0,0,0.9986,70351.00
1249,2-Mar-98,1618.9012,0.0145,285.1603,285.1603,0,0,0.9925,0.0145,317.8144,317.8144,0,0,0.9928,0.0124,476.369,476.369,0,0,0.9959,70589.00
1250,3-Mar-98,1556.2091,0.0364,268.5515,268.5515,0,0,0.9889,0.0364,299.3059,299.3059,0,0,0.9893,0.0312,448.6274,448.6274,0,0,0.9929,70759.00
1251,4-Mar-98,1353.7235,0.0323,252.9121,252.9121,0,0,0.984,0.0323,281.8756,281.8756,0,0,0.9843,0.0277,422.5013,422.5013,0,0,0.9886,70845.00
1252,5-Mar-98,1159.1918,0.0193,238.1836,238.1836,0,0,0.9802,0.0193,265.4605,265.4605,0,0,0.9805,0.0165,397.8968,397.8968,0,0,0.9854,71426.00
1253,6-Mar-98,1062.932,0.0382,224.3128,224.3128,0,0,0.9762,0.0382,250.0013,250.0013,0,0,0.9766,0.0327,374.7251,374.7251,0,0,0.982,72024.00
1254,7-Mar-98,1010.2855,0.0146,211.2499,211.2499,0,0,0.9723,0.0146,235.4423,235.4423,0,0,0.9727,0.0125,352.9027,352.9027,0,0,0.9787,72658.00
1255,8-Mar-98,964.9438,0.0324,198.9476,198.9476,0,0,0.9714,0.0324,221.7312,221.7312,0,0,0.9718,0.0277,332.3513,332.3513,0,0,0.978,73276.00
1256,9-Mar-98,921.951,0.0372,187.3618,187.3618,0,0,0.9706,0.0372,208.8186,208.8186,0,0,0.9706,0.0318,312.9966,312.9966,0,0,0.9775,73913.00
1257,10-Mar-98,880.6032,0.0428,176.4507,176.4507,0,0,0.9665,0.0428,196.6579,196.6579,0,0,0.9661,0.0367,294.7691,294.7691,0,0,0.9742,74448.00
1258,11-Mar-98,841.9117,0.0393,166.175,166.175,0,0,0.9606,0.0393,185.2055,185.2055,0,0,0.9602,0.0337,277.6031,277.6031,0,0,0.9692,74897.00
1259,12-Mar-98,957.8137,0.0108,175.2814,173.7082,0.7831,0.4863,0.9778,0.0108,227.0166,198.5827,0.7889,0.4894,0.9778,0.0093,623.1662,593.6235,1.1525,0.9188,0.984,75502.00
1260,13-Mar-98,2989.2249,0.0292,552.7656,548.2987,0.3196,0.3196,1,0.0292,815.8576,681.1931,0.3395,0.3395,1,0.025,1278.6226,1249.0671,0.1239,0.1239,1,77411.00
1261,14-Mar-98,1553.2919,0.0526,439.9504,439.5731,0,0,1,0.0526,482.8712,473.324,0,0,1,0.0451,307.6918,307.6918,0,0,1,78839.00
1262,15-Mar-98,970.0829,0.0449,222.7185,222.7141,0,0,0.9984,0.0449,230.5584,230.5574,0,0,0.9984,0.0385,282.5284,282.5284,0,0,0.9996,79696.00
1263,16-Mar-98,831.0306,0.0456,165.0687,165.0687,0,0,0.9931,0.0455,181.044,181.044,0,0,0.9931,0.039,266.0675,266.0675,0,0,0.9961,80432.00
1264,17-Mar-98,782.6735,0.0443,148.8952,148.8952,0,0,0.9866,0.0443,166.6971,166.6971,0,0,0.9866,0.038,250.5729,250.5729,0,0,0.9906,81045.00
1265,18-Mar-98,748.0394,0.0481,139.4403,139.4403,0,0,0.98,0.0481,156.6635,156.6635,0,0,0.98,0.0412,235.9807,235.9807,0,0,0.9849,81642.00
1266,19-Mar-98,1129.17,0.0499,131.2366,131.2366,0,0,0.9732,0.0499,147.5153,147.5153,0,0,0.9732,0.0427,222.2382,222.2382,0,0,0.9791,82134.00
1267,20-Mar-98,1493.9628,0.0385,123.5858,123.5858,0,0,0.9669,0.0385,138.9229,138.9229,0,0,0.9669,0.033,209.2961,209.2961,0,0,0.9737,81378.00
1268,21-Mar-98,1285.1884,0.0197,118.114,117.7866,0.4622,0.1933,0.9719,0.0197,142.5706,134.5504,0.5273,0.2585,0.9723,0.0169,299.8025,283.716,0.8202,0.6052,0.9789,80904.00
1269,22-Mar-98,3473.71,0.0171,494.5976,427.8828,0.8346,0.8346,1,0.017,910.5498,581.5867,0.7767,0.7767,1,0.0146,1948.0129,1887.1704,0.8424,0.8424,1,81097.00
1270,23-Mar-98,3137.1099,0.0149,968.4349,712.8882,0.7545,0.7545,1,0.0149,1018.826,796.7509,0.7167,0.7167,1,0.0128,1013.5026,984.8331,0.639,0.639,1,81783.00
1271,24-Mar-98,2710.1069,0.0183,857.1745,714.6765,0.171,0.171,1,0.0183,855.2402,761.2263,0.2081,0.2081,1,0.0157,592.1606,582.3337,0.2529,0.2529,1,84486.00
1272,25-Mar-98,2589.3613,0.0359,452.6597,443.4136,0,0,1,0.0358,490.7771,476.9173,0,0,1,0.0307,478.2985,474.5594,0.0235,0.0235,1,86248.00
1273,26-Mar-98,2588.3379,0.0413,238.91,238.8666,0,0,1,0.0413,253.6482,253.1773,0,0,1,0.0354,296.3604,296.1659,0,0,1,86521.00
1274,27-Mar-98,1980.5647,0.0251,170.3148,170.3148,0,0,0.9999,0.025,186.9294,186.9294,0,0,0.9999,0.0214,266.1426,266.1426,0,0,1,82258.00
1275,28-Mar-98,1046.0829,0.0373,151.292,151.292,0,0,0.9972,0.0373,169.5806,169.5806,0,0,0.9972,0.0319,250.6078,250.6078,0,0,1,82240.00
1276,29-Mar-98,753.7905,0.0504,141.3164,141.3164,0,0,0.9909,0.0504,159.0995,159.0995,0,0,0.9909,0.0432,236.0135,236.0135,0,0,0.9979,82240.00
1277,30-Mar-98,720.6329,0.0439,132.9576,132.9576,0,0,0.9841,0.0439,149.7856,149.7856,0,0,0.9841,0.0376,222.2744,222.2691,0.0165,0,0.9926,83652.00
1278,31-Mar-98,1596.1294,0.0104,193.5109,191.6278,0.4407,0.307,0.9953,0.0104,310.96,267.3561,0.6461,0.5124,0.9962,0.0089,1302.8689,1254.897,1.0475,0.9927,0.9997,84432.00
1279,1-Apr-98,1807.7163,0.0429,289.0218,288.3739,0,0,1,0.0429,480.855,469.1921,0,0,1,0.0368,458.7911,457.5043,0,0,1,87307.00
1280,2-Apr-98,896.8386,0.0338,171.5471,171.5115,0,0,1,0.0338,226.4297,226.068,0,0,1,0.029,249.275,249.275,0,0,1,88447.00
1281,3-Apr-98,1109.6655,0.0219,202.8382,201.5154,0.329,0.329,1,0.0219,224.6104,210.7508,0.2484,0.2484,1,0.0188,277.0148,274.7916,0.0577,0.0577,1,89414.00
1282,4-Apr-98,1798.6929,0.0314,291.3309,290.77,0,0,1,0.0314,305.8665,298.6177,0,0,1,0.0269,255.6683,255.22,0,0,1,89652.00
1283,5-Apr-98,1602.2094,0.0365,168.7867,168.7545,0,0,1,0.0364,177.879,177.5958,0,0,1,0.0312,211.6904,211.6904,0,0,1,89250.00
1284,6-Apr-98,1483.7214,0.0252,120.6864,120.6864,0,0,1,0.0252,136.2365,136.2365,0,0,1,0.0215,199.2807,199.2807,0,0,1,88721.00
1285,7-Apr-98,1442.754,0.0454,107.179,107.179,0,0,0.9971,0.0454,124.3811,124.3811,0,0,0.9987,0.0389,187.6754,187.6754,0,0,0.9989,88265.00
1286,8-Apr-98,1327.4497,0.0354,100.1064,100.1064,0,0,0.9912,0.0354,116.7704,116.7704,0,0,0.9941,0.0304,176.7506,176.746,0.0143,0,0.995,87596.00
1287,9-Apr-98,1153.0239,0.027,94.384,94.1845,0.0414,0,0.9938,0.027,112.5731,109.9408,0.0351,0,0.9959,0.0232,167.1129,166.4531,0,0,0.995,87326.00
1288,10-Apr-98,1028.2795,0.0286,88.7301,88.6903,0,0,0.9948,0.0286,103.9184,103.5361,0,0,0.9968,0.0245,156.7596,156.7596,0,0,0.995,87254.00
1289,11-Apr-98,898.9805,0.0381,83.5262,83.5245,0,0,0.9948,0.0381,97.513,97.5065,0,0,0.9968,0.0326,147.6307,147.6307,0,0,0.995,87326.00
1290,12-Apr-98,893.5031,0.0256,85.3713,85.0277,0.3363,0.2858,0.996,0.0256,111.2877,103.6022,0.3498,0.3273,0.9978,0.0219,315.2086,303.2221,0.4011,0.366,0.9969,87380.00
1291,13-Apr-98,1657.948,0.0325,236.059,234.5562,0,0,1,0.0325,338.6669,317.2629,0,0,1,0.0278,445.4109,438.8271,0,0,1,87994.00
1292,14-Apr-98,1078.8008,0.0357,164.2839,164.1721,0,0,1,0.0357,188.7325,187.2313,0.0146,0.0146,1,0.0306,193.4329,190.9122,0.0701,0.0701,1,88447.00
1293,15-Apr-98,1218.579,0.0486,94.0671,94.0667,0,0,1,0.0486,116.566,115.8213,0,0,1,0.0416,187.3046,186.5816,0,0,1,88830.00
1294,16-Apr-98,1385.5385,0.0554,75.9941,75.9941,0,0,0.9974,0.0554,92.7644,92.7311,0,0,0.9998,0.0475,135.1465,135.1465,0,0,1,88248.00
1295,17-Apr-98,1123.2075,0.0603,69.8037,69.8037,0,0,0.9899,0.0603,83.7978,83.7978,0,0,0.9952,0.0516,127.1501,127.1501,0,0,0.9974,87434.00
1296,18-Apr-98,860.8028,0.0567,65.533,65.533,0,0,0.9816,0.0567,78.4929,78.4929,0,0,0.9869,0.0485,119.7453,119.7453,0,0,0.9908,87380.00
1297,19-Apr-98,784.1147,0.0611,61.6952,61.6952,0,0,0.9731,0.0611,73.8827,73.8827,0,0,0.9785,0.0523,112.7719,112.7719,0,0,0.9836,87380.00
1298,20-Apr-98,769.2721,0.0702,58.1002,58.1002,0,0,0.9639,0.0702,69.577,69.577,0,0,0.9692,0.0601,106.2046,106.2046,0,0,0.9757,87380.00
1299,21-Apr-98,756.9139,0.0715,54.7165,54.7165,0,0,0.9536,0.0715,65.5249,65.5249,0,0,0.9589,0.0613,100.0197,100.0197,0,0,0.9668,87326.00
1300,22-Apr-98,745.2526,0.066,51.5301,51.5301,0,0,0.9439,0.066,61.709,61.709,0,0,0.9492,0.0565,94.195,94.195,0,0,0.9585,87254.00
1301,23-Apr-98,750.417,0.0242,49.4528,48.5292,0.223,0,0.9592,0.0242,72.8746,58.1153,0.2288,0,0.9642,0.0207,98.2755,88.7095,0.2118,0,0.9721,87182.00
1302,24-Apr-98,732.228,0.0503,46.0581,45.7031,0,0,0.9706,0.0503,59.5107,54.731,0,0,0.9768,0.0431,83.7857,83.5435,0,0,0.9844,87110.00
1303,25-Apr-98,712.1036,0.0638,43.0615,43.0415,0,0,0.969,0.0638,51.7055,51.5437,0,0,0.9752,0.0547,78.6783,78.6783,0,0,0.9839,87038.00
1304,26-Apr-98,701.8403,0.0694,40.535,40.535,0,0,0.9616,0.0694,48.542,48.542,0,0,0.9677,0.0595,74.0964,74.0964,0,0,0.9787,86822.00
1305,27-Apr-98,642.4691,0.0784,38.1744,38.1744,0,0,0.9511,0.0784,45.7151,45.7151,0,0,0.9573,0.0672,69.7814,69.7814,0,0,0.9698,86661.00
1306,28-Apr-98,543.2469,0.0789,35.9513,35.9513,0,0,0.9399,0.0789,43.0529,43.0529,0,0,0.946,0.0676,65.7176,65.7176,0,0,0.9601,86643.00
1307,29-Apr-98,462.6948,0.0775,33.8577,33.8577,0,0,0.9289,0.0775,40.5457,40.5457,0,0,0.935,0.0664,61.8905,61.8905,0,0,0.9507,86751.00
1308,30-Apr-98,405.3156,0.064,31.8859,31.8859,0,0,0.9186,0.064,38.1845,38.1845,0,0,0.9248,0.0548,58.2863,58.2863,0,0,0.9419,87038.00
1309,1-May-98,453.8976,0.0199,32.3405,30.029,0.5448,0,0.9666,0.0199,63.4717,35.9608,0.4129,0,0.9592,0.0171,67.053,54.892,0.2746,0,0.9606,87326.00
1310,2-May-98,511.9304,0.0363,33.565,32.4085,0.0702,0.0114,0.9987,0.0363,45.3069,33.8666,0.0485,0,0.9847,0.0311,52.2476,51.6953,0,0,0.977,87488.00
1311,3-May-98,509.6239,0.0481,32.1876,32.0767,0,0,1,0.048,32.6594,31.8944,0,0,0.9859,0.0412,48.6848,48.6848,0,0,0.977,87542.00
1312,4-May-98,498.0819,0.0425,26.8061,26.7847,0.0071,0,0.9995,0.0425,30.0454,30.037,0,0,0.985,0.0364,45.8496,45.8496,0,0,0.9764,87578.00
1313,5-May-98,492.9105,0.0424,24.3087,24.2872,0,0,0.9993,0.0424,28.2878,28.2878,0,0,0.9837,0.0363,43.1795,43.1795,0,0,0.9728,87578.00
1314,6-May-98,490.0767,0.0333,22.729,22.7276,0,0,0.9993,0.0333,26.6404,26.6404,0,0,0.9806,0.0285,40.665,40.665,0,0,0.9683,87740.00
1315,7-May-98,485.8787,0.0358,21.3862,21.3862,0,0,0.9984,0.0358,25.089,25.089,0,0,0.9756,0.0307,38.2968,38.2968,0,0,0.964,87795.00
1316,8-May-98,483.3806,0.0402,20.1388,20.1388,0,0,0.9941,0.0401,23.6279,23.6279,0,0,0.9704,0.0344,36.0666,36.0666,0,0,0.9595,87831.00
1317,9-May-98,483.8896,0.0563,18.9658,18.9658,0,0,0.987,0.0563,22.2519,22.2519,0,0,0.9633,0.0482,33.9662,33.9662,0,0,0.9534,87831.00
1318,10-May-98,481.7089,0.0562,17.8613,17.8613,0,0,0.979,0.0562,20.9561,20.9561,0,0,0.9553,0.0481,31.9882,31.9882,0,0,0.9466,87831.00
1319,11-May-98,481.2988,0.0224,16.8212,16.8212,0,0,0.9738,0.0224,19.7357,19.7357,0,0,0.9501,0.0192,30.1253,30.1253,0,0,0.9418,87831.00
1320,12-May-98,482.5172,0.0252,16.1888,15.8416,0.0731,0,0.9818,0.0252,18.7935,18.5864,0.0081,0,0.9497,0.0216,28.5106,28.371,0.0059,0,0.941,87867.00
1321,13-May-98,480.799,0.0429,14.9941,14.919,0,0,0.9836,0.0429,17.9691,17.504,0,0,0.9505,0.0368,26.8514,26.7188,0,0,0.9417,87975.00
1322,14-May-98,476.4977,0.0436,14.0537,14.0502,0,0,0.9836,0.0436,16.5059,16.4846,0,0,0.9505,0.0373,25.1628,25.1628,0,0,0.9417,87975.00
1323,15-May-98,473.1508,0.0528,13.232,13.232,0,0,0.9808,0.0528,15.5246,15.5246,0,0,0.9481,0.0452,23.6974,23.6974,0,0,0.9407,87993.00
1324,16-May-98,470.0549,0.0413,12.4614,12.4614,0,0,0.9743,0.0413,14.6206,14.6206,0,0,0.9419,0.0354,22.3174,22.3174,0,0,0.9364,87993.00
1325,17-May-98,467.1399,0.0635,11.7357,11.7357,0,0,0.9669,0.0635,13.7691,13.7691,0,0,0.9346,0.0544,21.0177,21.0177,0,0,0.9301,87975.00
1326,18-May-98,464.3947,0.0732,11.0523,11.0523,0,0,0.9572,0.0732,12.9673,12.9673,0,0,0.9248,0.0627,19.7938,19.7938,0,0,0.9217,87975.00
1327,19-May-98,461.8094,0.0494,10.4087,10.4087,0,0,0.9482,0.0494,12.2121,12.2121,0,0,0.9159,0.0423,18.6411,18.6411,0,0,0.9141,87957.00
1328,20-May-98,459.3746,0.0601,9.8025,9.8025,0,0,0.9406,0.0601,11.5009,11.5009,0,0,0.9083,0.0515,17.5555,17.5555,0,0,0.9075,87921.00
1329,21-May-98,457.0816,0.0657,9.2317,9.2317,0,0,0.9315,0.0657,10.8312,10.8312,0,0,0.8992,0.0563,16.5331,16.5331,0,0,0.8997,87921.00
1330,22-May-98,454.9221,0.0736,8.694,8.694,0,0,0.9217,0.0736,10.2004,10.2004,0,0,0.8893,0.063,15.5703,15.5703,0,0,0.8913,87886.00
1331,23-May-98,452.8884,0.0584,8.1877,8.1877,0,0,0.9122,0.0584,9.6064,9.6064,0,0,0.8798,0.0501,14.6636,14.6636,0,0,0.8831,87740.00
1332,24-May-98,450.9731,0.0298,7.7109,7.7109,0,0,0.9058,0.0298,9.047,9.047,0,0,0.8737,0.0256,13.8096,13.8096,0,0,0.8779,87398.00
1333,25-May-98,449.1694,0.0591,7.2619,7.2619,0,0,0.8994,0.0591,8.5201,8.5201,0,0,0.8697,0.0507,13.0054,13.0054,0,0,0.8765,87092.00
1334,26-May-98,374.0749,0.0361,6.839,6.839,0,0,0.8926,0.0361,8.0239,8.0239,0,0,0.8639,0.031,12.248,12.248,0,0,0.8755,86697.00
1335,27-May-98,258.4718,0.0264,6.6156,6.4407,0.3728,0,0.8971,0.0264,9.1668,7.5567,0.3048,0,0.866,0.0226,14.9587,11.5348,0.3366,0,0.8807,86643.00
1336,28-May-98,611.8077,0.0202,165.5003,130.5706,1.3608,0.9638,0.9945,0.0202,174.8863,81.4118,1.2691,0.6031,0.9844,0.0173,273.5086,225.3783,1.2081,0.6667,0.9873,86948.00
1337,29-May-98,5227.0952,0.0223,1919.36,759.3855,0.8558,0.8558,1,0.0223,1558.3754,702.2485,0.8447,0.8447,1,0.0191,1561.8499,1508.2667,0.7333,0.7333,1,88138.00
1338,30-May-98,3318.9097,0.0669,954.166,705.1304,0,0,1,0.0669,822.8205,675.5226,0,0,1,0.0574,173.0901,172.7581,0,0,1,89160.00
1339,31-May-98,1815.2069,0.0706,259.0666,247.5737,0,0,0.9969,0.0706,203.519,200.1161,0,0,0.9969,0.0605,96.4031,96.4031,0,0,0.9986,88483.00
1340,1-Jun-98,1119.8083,0.0643,106.7556,106.7556,0,0,0.9886,0.0643,88.803,88.803,0,0,0.9886,0.0551,90.6784,90.6784,0,0,0.9926,87542.00
1341,2-Jun-98,744.0778,0.0426,80.0221,80.0221,0,0,0.9809,0.0426,71.8722,71.8722,0,0,0.9809,0.0365,85.3976,85.3976,0,0,0.986,87542.00
1342,3-Jun-98,633.6611,0.0324,72.7792,72.7792,0,0,0.9754,0.0324,66.6193,66.6193,0,0,0.9754,0.0277,80.4244,80.4244,0,0,0.9813,87614.00
1343,4-Jun-98,610.4182,0.0485,68.2574,68.2574,0,0,0.9697,0.0485,62.6555,62.6555,0,0,0.9697,0.0416,75.7408,75.7408,0,0,0.9764,87686.00
1344,5-Jun-98,597.1552,0.0615,64.2539,64.2539,0,0,0.9618,0.0615,59.0006,59.0006,0,0,0.9618,0.0527,71.33,71.33,0,0,0.9696,87759.00
1345,6-Jun-98,586.691,0.0378,60.5093,60.5093,0,0,0.9548,0.0378,55.5643,55.5643,0,0,0.9548,0.0324,67.1761,67.1761,0,0,0.9636,87813.00
1346,7-Jun-98,571.6268,0.0409,56.9853,56.9853,0,0,0.9491,0.0409,52.3284,52.3284,0,0,0.9491,0.0351,63.2641,63.2641,0,0,0.9587,87849.00
1347,8-Jun-98,560.453,0.0606,53.6667,53.6667,0,0,0.9419,0.0606,49.281,49.281,0,0,0.9419,0.0519,59.5798,59.5798,0,0,0.9526,87867.00
1348,9-Jun-98,549.7232,0.0779,50.5414,50.5414,0,0,0.9319,0.0779,46.4111,46.4111,0,0,0.9319,0.0667,56.1102,56.1102,0,0,0.944,87903.00
1349,10-Jun-98,539.8168,0.0668,47.5981,47.5981,0,0,0.9215,0.0667,43.7084,43.7084,0,0,0.9215,0.0572,52.8426,52.8426,0,0,0.9351,87903.00
1350,11-Jun-98,528.8226,0.0553,44.8262,44.8262,0,0,0.9129,0.0553,41.163,41.163,0,0,0.9129,0.0474,49.7653,49.7653,0,0,0.9277,87849.00
1351,12-Jun-98,518.7162,0.0655,42.2157,42.2157,0,0,0.9041,0.0655,38.7658,38.7658,0,0,0.9041,0.0561,46.8672,46.8672,0,0,0.9202,87813.00
1352,13-Jun-98,511.4116,0.066,39.7573,39.7573,0,0,0.8951,0.066,36.5083,36.5083,0,0,0.8951,0.0566,44.1378,44.1378,0,0,0.9125,87795.00
1353,14-Jun-98,504.0634,0.0844,37.442,37.442,0,0,0.8842,0.0844,34.3822,34.3822,0,0,0.8842,0.0723,41.5674,41.5674,0,0,0.9031,87777.00
1354,15-Jun-98,497.0182,0.0942,35.2615,35.2615,0,0,0.8718,0.0942,32.3799,32.3799,0,0,0.8718,0.0807,39.1467,39.1467,0,0,0.8925,87759.00
1355,16-Jun-98,487.6121,0.0924,33.208,33.208,0,0,0.858,0.0924,30.4943,30.4943,0,0,0.858,0.0792,36.867,36.867,0,0,0.8807,87686.00
1356,17-Jun-98,479.8283,0.0902,31.2742,31.2742,0,0,0.8451,0.0902,28.7184,28.7184,0,0,0.8451,0.0773,34.72,34.72,0,0,0.8696,87615.00
1357,18-Jun-98,471.7316,0.0881,29.4529,29.4529,0,0,0.8323,0.0881,27.046,27.046,0,0,0.8323,0.0755,32.6981,32.6981,0,0,0.8587,87542.00
1358,19-Jun-98,459.3915,0.0888,27.7377,27.7377,0,0,0.8199,0.0888,25.471,25.471,0,0,0.8199,0.0761,30.7939,30.7939,0,0,0.848,87452.00
1359,20-Jun-98,446.0957,0.0715,26.1224,26.1224,0,0,0.8084,0.0715,23.9876,23.9876,0,0,0.8084,0.0613,29.0006,29.0006,0,0,0.8382,87380.00
1360,21-Jun-98,437.7841,0.0566,24.6011,24.6011,0,0,0.7993,0.0566,22.5907,22.5907,0,0,0.7993,0.0485,27.3118,27.3118,0,0,0.8304,87290.00
1361,22-Jun-98,434.2194,0.063,23.1685,23.1685,0,0,0.7908,0.063,21.2751,21.2751,0,0,0.7908,0.054,25.7212,25.7212,0,0,0.8231,87218.00
1362,23-Jun-98,398.4803,0.0757,21.8192,21.8192,0,0,0.7807,0.0757,20.0362,20.0362,0,0,0.7807,0.0649,24.2233,24.2233,0,0,0.8144,87128.00
1363,24-Jun-98,347.8887,0.0794,20.5486,20.5486,0,0,0.7696,0.0794,18.8694,18.8694,0,0,0.7696,0.068,22.8127,22.8127,0,0,0.8049,87146.00
1364,25-Jun-98,319.4593,0.0673,19.3519,19.3519,0,0,0.759,0.0673,17.7705,17.7705,0,0,0.759,0.0577,21.4842,21.4842,0,0,0.7958,87200.00
1365,26-Jun-98,294.1123,0.0831,18.225,18.225,0,0,0.7485,0.0831,16.7356,16.7356,0,0,0.7485,0.0712,20.233,20.233,0,0,0.7868,87254.00
1366,27-Jun-98,267.0542,0.0861,17.1636,17.1636,0,0,0.7362,0.0861,15.761,15.761,0,0,0.7362,0.0738,19.0548,19.0548,0,0,0.7763,87398.00
1367,28-Jun-98,255.6469,0.0857,16.1641,16.1641,0,0,0.724,0.0857,14.8432,14.8432,0,0,0.724,0.0735,17.9451,17.9451,0,0,0.7659,87596.00
1368,29-Jun-98,269.4249,0.0808,15.2228,15.2228,0,0,0.7122,0.0808,13.9788,13.9788,0,0,0.7123,0.0693,16.9001,16.9001,0,0,0.7558,87759.00
