Col Number,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
47,16-Nov-94,24:00:00,622.4094,0.0211,1.7054,0,0,0,0.6294,0.0267,3.9833,0,0,0,0.88,0.0268,20.7159,0,0,0,0.8528,0.0268,97.7769,0,0,0,0.6896,0.0268,13.6184,0,0,0,0.7819,0.0268,2.6363,0,0,0,0.6485,0.021,4.6415,0,0,0,0.6376,0.021,1.4493,0,0,0,0.5733,0.0184,0.7388,0,0,0,0.546,0.0184,8.9941,0,0.0734,0,0.5369,0.0268,36.4337,0,0,0,0.7035,0.0268,143.8729,0,0,0,0.6985,0.0157,0.4373,0,0.141774,0,0.557245
48,17-Nov-94,24:00:00,304.2891,0.0262,0.1572,0,0,0,0.6294,0.0325,1.0183,0,0,0,0.88,0.0325,5.9335,0,0,0,0.8528,0.0325,23.8198,0,0,0,0.6896,0.0325,2.4508,0,0,0,0.7819,0.0325,0.0711,0,0,0,0.6485,0.0261,0.1407,0,0,0,0.6376,0.0261,0.2924,0,0,0,0.5733,0.0228,0.0413,0,0,0,0.546,0.0228,9.7302,0,0.0457,0,0.5533,0.0325,8.7277,0,0,0,0.7035,0.0325,29.6485,0,0,0,0.6985,0.0195,10.519,0,0.089462,0,0.588691
49,18-Nov-94,24:00:00,216.8034,0.0259,0,0,0,0,0.6294,0.0357,0.2603,0,0,0,0.8797,0.0357,1.6995,0,0,0,0.8525,0.0358,5.8028,0,0,0,0.6893,0.0357,0.3476,0,0,0,0.7818,0.0357,0,0,0,0,0.6483,0.0258,0,0,0,0,0.6376,0.0258,0.0553,0,0,0,0.5733,0.0225,0,0,0,0,0.546,0.0225,0.7631,0,0,0,0.5536,0.0357,2.0907,0,0,0,0.7033,0.0358,5.8649,0,0,0,0.6984,0.0193,0,0,0,0,0.589406
50,19-Nov-94,24:00:00,189.3429,0.0178,0,0,0,0,0.6294,0.0252,0.0394,0,0,0,0.8769,0.0253,0.4347,0,0,0,0.8497,0.0253,0.6696,0,0,0,0.6866,0.0252,0,0,0,0,0.7794,0.0253,0,0,0,0,0.6463,0.0177,0,0,0,0,0.6376,0.0177,0,0,0,0,0.5733,0.0154,0,0,0,0,0.546,0.0154,0.0006,0,0,0,0.5536,0.0253,0.2182,0,0,0,0.7009,0.0253,0.0036,0,0,0,0.696,0.0132,0,0,0,0,0.589406
51,20-Nov-94,24:00:00,172.6409,0.0037,0,0,0,0,0.6293,0.0105,0,0,0,0,0.8739,0.0105,0,0,0,0,0.8467,0.0105,0,0,0,0,0.6835,0.0105,0,0,0,0,0.7763,0.0105,0,0,0,0,0.6437,0.0037,0,0,0,0,0.6372,0.0037,0,0,0,0,0.5731,0.0032,0,0,0,0,0.546,0.0032,0,0,0,0,0.5536,0.0105,0,0,0,0,0.6979,0.0105,0,0,0,0,0.6929,0.0027,0,0,0,0,0.589406
52,21-Nov-94,24:00:00,168.5695,0.0153,0,0,0,0,0.628,0.0209,0,0,0,0,0.8712,0.0209,0,0,0,0,0.844,0.0209,0,0,0,0,0.6808,0.0209,0,0,0,0,0.7737,0.0209,0,0,0,0,0.6414,0.0153,0,0,0,0,0.6359,0.0153,0,0,0,0,0.5719,0.0134,0,0,0,0,0.546,0.0133,0,0,0,0,0.5536,0.0209,0,0,0,0,0.6952,0.0209,0,0,0,0,0.6902,0.0114,0,0,0,0,0.589406
53,22-Nov-94,24:00:00,168.081,0.0195,0,0,0,0,0.6255,0.0227,0,0,0,0,0.8677,0.0227,0,0,0,0,0.8405,0.0228,0,0,0,0,0.6773,0.0227,0,0,0,0,0.7701,0.0227,0,0,0,0,0.6383,0.0194,0,0,0,0,0.6334,0.0194,0,0,0,0,0.5694,0.0169,0,0,0,0,0.546,0.0169,0,0,0,0,0.5536,0.0227,0,0,0,0,0.6916,0.0228,0,0,0,0,0.6867,0.0145,0,0,0,0,0.589406
54,23-Nov-94,24:00:00,168.0111,0.0143,0,0,0,0,0.6231,0.0174,0,0,0,0,0.8643,0.0174,0,0,0,0,0.8371,0.0174,0,0,0,0,0.6739,0.0174,0,0,0,0,0.7667,0.0174,0,0,0,0,0.6354,0.0143,0,0,0,0,0.631,0.0143,0,0,0,0,0.567,0.0125,0,0,0,0,0.5456,0.0124,0,0,0,0,0.5532,0.0174,0,0,0,0,0.6883,0.0175,0,0,0,0,0.6833,0.0106,0,0,0,0,0.589406
55,24-Nov-94,24:00:00,168.8809,0.0112,0.1487,0,0.5579,0,0.6273,0.0151,0.0963,0,0.6966,0,0.8716,0.0151,0.0598,0,0.2625,0,0.8373,0.0151,0.2916,0,0.1906,0,0.6731,0.0151,0.3176,0,0.4724,0,0.77,0.0151,0.5011,0,0.4985,0,0.6382,0.0112,1.5552,0,0.6382,0,0.6369,0.0112,0.1139,0,0.6379,0,0.574,0.0098,0.1504,0,0.6302,0,0.5537,0.0098,4.8816,0,0.6921,0,0.5643,0.0151,0.2792,0,0.3311,0,0.6891,0.0151,0.8079,0,0.2629,0,0.683,0.0083,12.4294,0,0.86502,0,0.609267
56,25-Nov-94,24:00:00,553.4233,0.0105,10.8129,0,1.127,0,0.7989,0.0162,51.2239,41.6628,0.643,0.5028,0.9984,0.0162,16.2867,0,0.2978,0,0.9135,0.0162,75.1805,0,0.1614,0,0.7247,0.0162,32.9438,0,0.5626,0,0.8952,0.0162,21.0105,0,0.7724,0,0.7669,0.0105,39.4369,0,0.6733,0,0.7724,0.0105,6.1114,0,0.7361,0,0.7172,0.0091,5.5801,0,0.6655,0,0.6909,0.0091,91.0691,0,0.7044,0,0.7093,0.0162,58.5026,0,0.4214,0,0.7835,0.0162,222.8021,0,0.3251,0,0.7614,0.0078,52.4249,0,0.608286,0,0.766532
57,26-Nov-94,24:00:00,671.6937,0.0186,4.0401,0,0,0,0.8613,0.0233,204.1482,197.8533,0,0,1,0.0233,9.1255,0,0,0,0.9266,0.0233,29.2171,0,0,0,0.7287,0.0233,17.1547,0,0,0,0.9355,0.0233,6.0389,0,0,0,0.8138,0.0186,11.381,0,0,0,0.8159,0.0186,3.2794,0,0,0,0.7609,0.0162,1.7643,0,0.014,0,0.73,0.0162,27.2335,0,0.0588,0,0.7569,0.0233,34.766,0,0,0,0.8099,0.0233,99.8111,0,0,0,0.7775,0.0139,7.8498,0,0.100093,0,0.809174
58,27-Nov-94,24:00:00,600.2321,0.0024,0.9056,0,0.087,0,0.8686,0.0048,248.7419,246.1602,0.1506,0.1506,1,0.0048,5.052,0,0.1503,0,0.939,0.0048,19.2305,0,0.1091,0,0.7375,0.0048,6.4912,0,0.1244,0,0.9469,0.0048,1.4307,0,0.0713,0,0.8196,0.0024,4.5271,0,0.1307,0,0.8269,0.0024,0.8785,0,0.0568,0,0.7653,0.0021,0.5524,0,0.1111,0,0.74,0.0021,12.6903,0,0.1671,0,0.7738,0.0048,13.5976,0,0.0979,0,0.8179,0.0048,45.4904,0,0.1018,0,0.7857,0.0018,11.4246,0,0.25002,0,0.835561
59,28-Nov-94,24:00:00,548.6494,0.0134,0.25,0,0,0,0.8738,0.0152,225.3893,224.0574,0,0,1,0.0153,4.6856,0,0,0,0.9517,0.0153,19.2855,0,0,0,0.7469,0.0152,3.152,0,0,0,0.9562,0.0153,0.3417,0,0,0,0.8239,0.0134,1.1724,0,0,0,0.8346,0.0134,0.3039,0,0,0,0.769,0.0117,0.2147,0,0,0,0.7468,0.0117,3.6828,0,0,0,0.7834,0.0153,8.7238,0,0,0,0.8262,0.0153,32.7271,0,0,0,0.7944,0.01,0.297,0,0,0,0.849894
60,29-Nov-94,24:00:00,395.0953,0.0134,0.0227,0,0,0,0.8738,0.017,156.6702,156.3803,0,0,1,0.017,1.2826,0,0,0,0.9517,0.017,4.3324,0,0,0,0.7469,0.017,0.5,0,0,0,0.9562,0.017,0.0106,0,0,0,0.8239,0.0133,0.0412,0,0,0,0.8346,0.0133,0.0429,0,0,0,0.769,0.0116,0.0126,0,0,0,0.7468,0.0116,0.1262,0,0,0,0.7834,0.017,1.7983,0,0,0,0.8262,0.017,6.1064,0,0,0,0.7944,0.0099,0,0,0,0,0.849894
61,30-Nov-94,24:00:00,287.7744,0.0181,0,0,0,0,0.8738,0.0191,95.3559,95.2972,0,0,1,0.0191,0.3257,0,0,0,0.9517,0.0192,1.044,0,0,0,0.7469,0.0191,0.0751,0,0,0,0.9562,0.0191,0,0,0,0,0.8239,0.018,0,0,0,0,0.8346,0.018,0.0074,0,0,0,0.769,0.0157,0,0,0,0,0.7468,0.0157,0,0,0,0,0.7834,0.0191,0.3833,0,0,0,0.8262,0.0192,1.2309,0,0,0,0.7944,0.0134,0,0,0,0,0.849894
62,1-Dec-94,24:00:00,214.7744,0.0067,0,0,0,0,0.8738,0.01,59.42,59.4101,0,0,1,0.0101,0.0901,0,0,0,0.9517,0.0101,0.1652,0,0,0,0.7469,0.01,0,0,0,0,0.9562,0.0101,0,0,0,0,0.8239,0.0067,0,0,0,0,0.8346,0.0067,0,0,0,0,0.769,0.0058,0,0,0,0,0.7468,0.0058,0,0,0,0,0.7834,0.0101,0.0552,0,0,0,0.8262,0.0101,0.0281,0,0,0,0.7944,0.005,0,0,0,0,0.849894
63,2-Dec-94,24:00:00,197.29,0.0089,0,0,0,0,0.8738,0.0095,41.2354,41.2354,0,0,1,0.0096,0.0003,0,0,0,0.9517,0.0096,0,0,0,0,0.7469,0.0095,0,0,0,0,0.9562,0.0096,0,0,0,0,0.8239,0.0089,0,0,0,0,0.8346,0.0089,0,0,0,0,0.769,0.0078,0,0,0,0,0.7468,0.0077,0,0,0,0,0.7834,0.0096,0,0,0,0,0.8262,0.0096,0,0,0,0,0.7944,0.0066,0,0,0,0,0.849894
64,3-Dec-94,24:00:00,973.4293,0.0052,131.3764,121.5107,1.655,0.7715,0.9633,0.008,502.3647,235.6183,1.7172,1.7172,1,0.008,98.0621,50.9166,1.5424,1.2525,0.9897,0.008,180.6359,0,1.2828,0,0.875,0.008,135.3203,88.0442,1.6989,1.4362,0.9912,0.008,158.174,130.1808,1.7529,0.5205,0.9402,0.0052,186.4323,129.2568,1.8192,0.6614,0.9497,0.0052,8.3822,1.8263,1.639,0.0222,0.9193,0.0045,6.5808,0,1.6185,0,0.8955,0.0045,113.0412,9.7268,1.6076,0.0912,0.9248,0.008,123.2232,34.9697,1.561,0.5183,0.941,0.008,406.1743,6.6649,1.5319,0.2984,0.9228,0.0039,586.6987,513.384216,1.639857,0.589115,0.957608
65,4-Dec-94,24:00:00,4922.0322,0.0159,566.1115,561.3192,0,0,1,0.018,1083.489,798.5697,0,0,1,0.018,273.2408,214.58,0,0,1,0.0181,177.7912,0,0,0,0.9607,0.018,393.9083,358.9344,0,0,1,0.018,736.3613,725.9423,0.0228,0.0228,1,0.0158,441.4915,425.8891,0,0,1,0.0158,22.1963,17.5639,0,0,1,0.0138,2.6912,0,0,0,0.978,0.0138,99.7632,65.8193,0,0,1,0.018,375.7618,269.7461,0.0891,0.0891,1,0.0181,548.0627,98.8278,0.1071,0.1071,1,0.0118,257.9842,255.371994,0,0,1
66,5-Dec-94,24:00:00,4078.8884,0.0076,303.9883,303.5369,0,0,1,0.0081,849.6729,776.8369,0,0,1,0.0081,250.4093,233.5819,0,0,1,0.0081,43.3894,0,0,0,0.9607,0.0081,286.1562,279.8592,0,0,1,0.0081,288.4231,288.0262,0,0,1,0.0075,145.517,144.9845,0,0,1,0.0075,19.2745,18.3398,0,0,1,0.0066,0.1538,0,0,0,0.978,0.0066,24.2315,23.0754,0,0,1,0.0081,355.1505,327.7812,0,0,1,0.0081,230.4786,129.0592,0,0,1,0.0056,38.3942,38.394218,0,0,1
67,6-Dec-94,24:00:00,2086.501,0.0088,116.3518,116.3489,0,0,1,0.0135,518.8467,500.2273,0,0,1,0.0136,168.0156,163.1958,0,0,1,0.0136,10.5703,0,0,0,0.9607,0.0135,142.8575,141.9178,0,0,1,0.0136,95.6908,95.6903,0,0,1,0.0088,52.8221,52.8221,0,0,1,0.0088,10.6627,10.4862,0,0,1,0.0077,0,0,0,0,0.978,0.0076,27.0074,24.612,0.0306,0.0306,1,0.0136,224.0176,217.4613,0,0,1,0.0136,100.5563,80.116,0,0,1,0.0065,116.4166,113.531464,0.062313,0.062313,1
68,7-Dec-94,24:00:00,1206.3888,0.0164,62.932,62.932,0,0,1,0.0234,295.2626,292.0722,0,0,1,0.0235,100.1868,98.8944,0,0,1,0.0235,1.3941,0,0,0,0.9607,0.0234,72.8918,72.8915,0,0,1,0.0235,62.4066,62.4066,0,0,1,0.0163,36.571,36.571,0,0,1,0.0163,5.4166,5.4158,0,0,1,0.0142,0,0,0,0,0.978,0.0142,18.1472,17.9118,0,0,1,0.0235,122.7745,121.8194,0,0,1,0.0235,43.0163,41.8337,0,0,1,0.0121,39.0829,39.082863,0,0,1
69,8-Dec-94,24:00:00,844.2521,0.0127,48.1533,48.1533,0,0,1,0.016,180.9424,180.9424,0,0,1,0.0161,60.1622,60.1553,0,0,1,0.0161,0,0,0,0,0.9607,0.016,46.15,46.15,0,0,1,0.016,53.1428,53.1428,0,0,1,0.0126,31.402,31.402,0,0,1,0.0126,3.1806,3.1806,0,0,1,0.011,0,0,0,0,0.978,0.011,7.4711,7.4704,0,0,1,0.016,70.7955,70.7907,0,0,1,0.0161,23.7665,23.7665,0,0,1,0.0094,35.5183,35.518276,0,0,1
70,9-Dec-94,24:00:00,640.9604,0.0132,41.4668,41.4668,0,0,1,0.0168,127.1498,127.1498,0,0,1,0.0169,39.9251,39.9251,0,0,1,0.0169,0,0,0,0,0.9607,0.0168,35.4718,35.4718,0,0,1,0.0168,46.9513,46.9513,0,0,1,0.0131,27.7619,27.7619,0,0,1,0.0131,2.2656,2.2656,0,0,1,0.0114,0,0,0,0,0.978,0.0114,5.44,5.44,0,0,1,0.0168,47.2383,47.2383,0,0,1,0.0169,16.2563,16.2563,0,0,1,0.0098,33.4484,33.448357,0,0,1
71,10-Dec-94,24:00:00,536.0386,0.0052,36.5952,36.5952,0,0,1,0.0077,99.9889,99.9889,0,0,0.9997,0.0077,29.577,29.577,0,0,0.9997,0.0077,0,0,0,0,0.9604,0.0077,30.0017,30.0017,0,0,0.9997,0.0077,41.6286,41.6286,0,0,0.9998,0.0052,24.6156,24.6156,0,0,1,0.0052,1.8395,1.8395,0,0,1,0.0045,0,0,0,0,0.978,0.0045,4.9546,4.9546,0,0,1,0.0077,36.16,36.16,0,0,0.9997,0.0077,12.8799,12.8799,0,0,0.9997,0.0039,31.5005,31.500475,0,0,1
72,11-Dec-94,24:00:00,487.1873,0.0047,46.9089,46.2525,0.2431,0.2431,1,0.0116,94.1164,93.6646,0.2822,0.2682,0.9992,0.0116,24.954,24.6942,0.0926,0.0773,0.9989,0.0116,1.1997,0,0.0574,0,0.961,0.0116,30.7685,29.154,0.1976,0.1835,0.9992,0.0116,61.3059,59.4979,0.2582,0.2444,0.9993,0.0046,46.0746,41.2688,0.2828,0.2828,1,0.0046,21.8819,21.5014,0.2624,0.2624,1,0.0041,6.5035,5.9727,0.3019,0.1481,0.9856,0.0041,47.0693,33.1568,0.3965,0.3965,1,0.0116,34.547,33.397,0.1555,0.1407,0.999,0.0116,16.9598,12.4959,0.1807,0.1656,0.999,0.0035,342.1802,324.070099,0.484486,0.484486,1
73,12-Dec-94,24:00:00,1358.3712,0.005,220.1744,218.2459,0.0902,0.0902,1,0.0107,183.5266,180.6079,0.0815,0.0815,1,0.0107,33.8706,30.6788,0,0,1,0.0107,12.9692,0,0,0,0.9677,0.0107,75.5583,66.7486,0.0632,0.0632,1,0.0107,406.05,401.3308,0.064,0.064,1,0.005,248.7106,238.8618,0.1214,0.1214,1,0.005,246.6738,244.746,0.192,0.192,1,0.0044,120.8508,119.0454,0.1829,0.1829,1,0.0044,364.1866,333.1348,0.2116,0.2116,1,0.0107,102.0224,85.6087,0.0209,0.0209,1,0.0107,129.3326,49.6304,0,0,1,0.0037,562.8616,549.553528,0.209561,0.209561,1
74,13-Dec-94,24:00:00,2886.6223,0.0042,205.9923,205.5656,0,0,1,0.0103,229.3878,228.204,0,0,1,0.0103,33.7865,32.8015,0,0,1,0.0103,3.3477,0,0,0,0.9677,0.0103,80.9863,78.2933,0,0,1,0.0103,259.2765,258.7719,0,0,1,0.0042,176.0907,174.5065,0,0,1,0.0042,390.7202,389.828,0,0,1,0.0037,149.811,149.3476,0,0,1,0.0037,267.5023,260.3611,0,0,1,0.0103,117.9777,112.62,0,0,1,0.0103,80.6707,62.0301,0,0,1,0.0032,144.5811,143.864243,0,0,1
75,14-Dec-94,24:00:00,2290.6892,0.0063,256.6186,252.3784,0.7714,0.7714,1,0.0055,249.342,245.7708,0.7119,0.7119,1,0.0055,52.2928,44.4878,0.3947,0.3947,1,0.0055,52.8949,9.0246,0.3093,0.1156,0.9879,0.0055,100.4982,85.8762,0.5818,0.5818,1,0.0055,412.0625,401.8318,0.6532,0.6532,1,0.0063,239.9059,220.0206,0.7047,0.7047,1,0.0063,417.7445,415.2834,0.662,0.662,1,0.0055,168.8944,166.4711,0.6536,0.6536,1,0.0055,279.0061,236.724,0.6963,0.6963,1,0.0055,170.8694,142.9067,0.4862,0.4862,1,0.0055,199.4983,75.0814,0.4453,0.4453,1,0.0047,878.0817,844.773987,0.746458,0.746458,1
76,15-Dec-94,24:00:00,5399.9995,0.0071,614.2963,611.7115,0,0,1,0.012,438.671,433.804,0,0,1,0.012,99.3425,89.9287,0,0,1,0.012,86.5183,43.0799,0,0,1,0.012,192.2864,178.7659,0,0,1,0.012,899.105,895.186,0,0,1,0.0071,491.8117,483.5801,0,0,1,0.0071,730.6251,728.4324,0,0,1,0.0062,390.2474,388.9209,0,0,1,0.0062,515.1562,497.8715,0,0,1,0.012,341.9376,310.3581,0,0,1,0.012,283.2336,167.8796,0,0,1,0.0053,269.3691,268.115295,0,0,1
77,16-Dec-94,24:00:00,4511.9897,0.0059,326.7003,326.4508,0,0,1,0.0141,410.6163,409.3843,0,0,1,0.0141,92.393,89.711,0,0,1,0.0141,53.1364,42.5963,0,0,1,0.0141,141.3023,138.8763,0,0,1,0.0141,318.7645,318.6266,0,0,1,0.0058,182.6755,182.3459,0,0,1,0.0058,570.8748,570.4382,0,0,1,0.0051,158.2294,158.1495,0,0,1,0.0051,201.2655,197.7394,0.0372,0.0372,1,0.0141,290.5428,283.0331,0,0,1,0.0142,161.7363,138.0634,0,0,1,0.0043,199.4865,196.198196,0.071021,0.071021,1
78,17-Dec-94,24:00:00,2441.9104,0.0068,145.301,145.3,0.0007,0.0007,1,0.0066,276.0471,275.7338,0,0,1,0.0067,64.9933,64.2277,0,0,1,0.0067,29.0749,26.5072,0,0,1,0.0067,78.2228,77.8406,0,0,1,0.0067,145.9578,145.9578,0,0,1,0.0068,84.025,84.025,0,0,1,0.0068,319.7152,319.63,0,0,1,0.0059,60.3136,60.3136,0,0,1,0.0059,94.0373,93.7232,0,0,1,0.0067,180.3275,178.5311,0,0,1,0.0067,84.0515,79.2525,0,0,1,0.005,108.1287,108.128746,0,0,1
79,18-Dec-94,24:00:00,1538.9897,0.0104,117.8371,117.4604,0.0471,0.0471,1,0.0077,174.5091,174.4494,0,0,1,0.0077,42.3829,42.1771,0,0,1,0.0077,15.1463,14.804,0,0,1,0.0077,46.6768,46.6768,0,0,1,0.0077,112.413,112.413,0,0,1,0.0103,64.0515,64.0515,0,0,1,0.0103,181.1818,181.1805,0,0,1,0.009,45.3494,45.3017,0.0094,0.0094,1,0.009,89.8379,86.8848,0.0377,0.0377,1,0.0077,106.5861,106.346,0,0,1,0.0078,45.5242,45.4558,0,0,1,0.0077,190.1174,186.889801,0.069709,0.069709,1
80,19-Dec-94,24:00:00,1205.3319,0.0107,103.5512,103.4951,0,0,1,0.011,118.4969,118.4969,0,0,1,0.0111,28.7105,28.7101,0,0,1,0.0111,8.8378,8.8378,0,0,1,0.011,33.6156,33.6156,0,0,1,0.011,98.1164,98.1164,0,0,1,0.0106,55.7584,55.7584,0,0,1,0.0106,120.8979,120.8979,0,0,1,0.0092,40.6773,40.6706,0,0,1,0.0092,75.193,74.898,0,0,1,0.0111,69.5401,69.5401,0,0,1,0.0111,30.371,30.371,0,0,1,0.0079,100.4467,100.446655,0,0,1
81,20-Dec-94,24:00:00,989.317,0.0099,76.5491,76.5451,0,0,1,0.0143,89.6,89.6,0,0,1,0.0143,21.2689,21.2689,0,0,1,0.0143,6.0886,6.0886,0,0,1,0.0143,27.5208,27.5208,0,0,1,0.0143,86.8947,86.8947,0,0,1,0.0098,49.3628,49.3628,0,0,1,0.0098,94.1032,94.1032,0,0,1,0.0086,35.5242,35.5239,0,0,1,0.0086,58.7894,58.7884,0,0,1,0.0143,51.823,51.823,0,0,1,0.0143,23.5745,23.5745,0,0,1,0.0073,93.0293,93.029312,0,0,1
82,21-Dec-94,24:00:00,817.4265,0.0126,62.6138,62.6138,0,0,1,0.0099,73.514,73.514,0,0,1,0.0099,17.0527,17.0527,0,0,1,0.0099,4.7595,4.7595,0,0,1,0.0099,23.7964,23.7964,0,0,1,0.0099,77.0594,77.0594,0,0,1,0.0126,43.7737,43.7737,0,0,1,0.0126,79.538,79.538,0,0,1,0.011,32.8088,32.8088,0,0,1,0.011,53.3687,53.3687,0,0,1,0.0099,42.4329,42.4329,0,0,1,0.0099,19.8797,19.8797,0,0,1,0.0094,87.6099,87.609871,0,0,1
83,22-Dec-94,24:00:00,734.8569,0.0164,54.412,54.412,0,0,1,0.0056,63.0679,63.0679,0,0,1,0.0056,14.3961,14.3961,0,0,1,0.0056,4.0027,4.0027,0,0,1,0.0056,20.9524,20.9524,0,0,1,0.0056,68.3449,68.3449,0,0,1,0.0163,38.8233,38.8233,0,0,1,0.0163,69.4446,69.4446,0,0,1,0.0142,30.8032,30.8032,0,0,1,0.0142,50.0495,50.0495,0,0,1,0.0056,36.4534,36.4534,0,0,1,0.0056,17.3369,17.3369,0,0,1,0.0121,82.5079,82.507866,0,0,1
84,23-Dec-94,24:00:00,675.9692,0.017,48.0661,48.0661,0,0,1,0.0086,55.2086,55.2086,0,0,1,0.0087,12.4896,12.4896,0,0,1,0.0087,3.479,3.479,0,0,1,0.0086,18.5465,18.5465,0,0,1,0.0087,60.6164,60.6164,0,0,1,0.0169,34.4331,34.4331,0,0,1,0.0169,61.2978,61.2978,0,0,1,0.0147,28.998,28.998,0,0,1,0.0147,47.1168,47.1168,0,0,1,0.0087,31.9547,31.9547,0,0,1,0.0087,15.2959,15.2959,0,0,1,0.0126,77.703,77.70298,0,0,1
85,24-Dec-94,24:00:00,933.7477,0.015,258.2986,254.4209,0.5372,0.5372,1,0.0202,116.1975,113.6406,0.3258,0.3258,1,0.0202,16.5501,15.0457,0.0553,0.0553,1,0.0202,3.0634,3.0634,0,0,1,0.0202,55.6628,46.5701,0.2565,0.2565,1,0.0202,377.7383,370.8529,0.3587,0.3587,1,0.0149,207.4944,194.5439,0.3629,0.3629,1,0.0149,237.0358,234.9413,0.4211,0.4211,1,0.013,172.887,170.7059,0.4525,0.4525,1,0.013,269.3855,234.7588,0.4653,0.4653,1,0.0202,76.1055,63.4379,0.1563,0.1563,1,0.0203,55.4205,24.8031,0.0834,0.0834,1,0.0111,753.0855,727.863647,0.54604,0.54604,1
86,25-Dec-94,24:00:00,3236.8171,0.0237,396.844,395.8966,0,0,1,0.0326,201.9408,200.5364,0,0,1,0.0327,21.15,20.1654,0,0,1,0.0327,2.7102,2.7102,0,0,1,0.0327,84.115,80.5182,0,0,1,0.0327,416.8683,415.9267,0,0,1,0.0236,208.2975,206.6469,0,0,1,0.0236,436.9685,436.1057,0,0,1,0.0207,253.2396,252.8047,0,0,1,0.0206,307.1793,301.8413,0,0,1,0.0327,120.4448,113.4939,0,0,1,0.0327,55.2499,40.1232,0,0,1,0.0177,139.2054,139.145111,0,0,1
87,26-Dec-94,24:00:00,2294.6958,0.0149,185.5192,185.4388,0,0,1,0.0144,170.4759,170.1168,0,0,1,0.0144,18.5304,18.2484,0,0,1,0.0144,2.4017,2.4017,0,0,1,0.0144,56.0413,55.394,0,0,1,0.0144,147.0294,147.0169,0,0,1,0.0148,76.5337,76.5099,0,0,1,0.0148,311.2117,311.0376,0,0,1,0.0129,98.3641,98.3447,0,0,1,0.0129,108.8689,108.7685,0,0,1,0.0144,95.4499,93.7848,0,0,1,0.0144,34.2631,31.1459,0,0,1,0.011,99.3528,99.352776,0,0,1
88,27-Dec-94,24:00:00,1345.4484,0.007,122.6816,121.7026,0.2898,0.2898,1,0.007,122.3399,121.8742,0.2104,0.2104,1,0.0071,14.1396,14.0513,0.0137,0.0137,1,0.0071,2.1295,2.1295,0,0,1,0.007,34.2105,33.6007,0.1103,0.1103,1,0.007,102.9381,101.9365,0.1589,0.1589,1,0.0069,51.7349,50.3664,0.1885,0.1885,1,0.0069,195.284,194.9745,0.3384,0.3384,1,0.006,60.0162,59.67,0.3633,0.3633,1,0.006,85.2843,78.3984,0.3718,0.3718,1,0.0071,61.8716,61.4691,0.0054,0.0054,1,0.0071,20.9701,20.3733,0.0073,0.0073,1,0.0052,202.9837,195.971695,0.381222,0.381222,1
89,28-Dec-94,24:00:00,1501.3698,0.0198,270.3691,268.859,0,0,1,0.0208,156.0334,154.1891,0,0,1,0.0208,12.7132,12.2218,0,0,1,0.0209,1.8885,1.8885,0,0,1,0.0208,48.2422,43.9815,0,0,1,0.0208,288.7504,286.3905,0,0,1,0.0197,167.0276,161.1042,0,0,1,0.0197,358.2245,356.4292,0,0,1,0.0172,246.1116,244.4648,0,0,1,0.0172,341.5727,317.6271,0,0,1,0.0209,43.2634,42.7057,0,0,1,0.0209,19.141,15.8883,0,0,1,0.0147,485.306,474.667114,0,0,1
90,29-Dec-94,24:00:00,2392.8633,0.0118,183.7087,183.5566,0,0,1,0.0165,155.5577,155.0656,0,0,1,0.0165,11.1955,11.03,0,0,1,0.0166,1.6749,1.6749,0,0,1,0.0165,43.1082,42.2884,0,0,1,0.0165,160.8698,160.7592,0,0,1,0.0117,96.7028,96.3989,0,0,1,0.0117,369.0353,368.6558,0,0,1,0.0102,157.2425,157.1197,0,0,1,0.0102,173.3767,172.198,0,0,1,0.0165,33.1639,33.0011,0,0,1,0.0166,14.3958,13.5653,0,0,1,0.0087,109.8092,109.809212,0,0,1
91,30-Dec-94,24:00:00,1469.3268,0.0119,97.4696,97.4647,0,0,1,0.0119,113.0268,112.901,0,0,1,0.0119,9.1136,9.0662,0,0,1,0.012,1.4855,1.4855,0,0,1,0.0119,28.288,28.1411,0,0,1,0.0119,85.9647,85.9647,0,0,1,0.0118,48.8267,48.8267,0,0,1,0.0118,235.2769,235.2003,0,0,1,0.0103,71.2986,71.2983,0,0,1,0.0103,82.3567,82.3567,0,0,1,0.0119,26.358,26.319,0,0,1,0.012,11.1133,10.9422,0,0,1,0.0088,101.5679,101.56794,0,0,1
92,31-Dec-94,24:00:00,1004.1957,0.0071,67.875,67.875,0,0,1,0.007,76.8802,76.851,0.0186,0.0186,1,0.007,7.2971,7.2835,0,0,1,0.007,1.3175,1.3175,0,0,1,0.007,19.2319,19.2274,0,0,1,0.007,67.9711,67.9711,0,0,1,0.0071,37.4154,37.4154,0,0,1,0.0071,143.52,143.5128,0,0,1,0.0062,51.1913,51.1913,0,0,1,0.0062,65.8142,65.8142,0,0,1,0.007,21.8052,21.7966,0,0,1,0.007,9.0322,9.0086,0,0,1,0.0053,122.1214,121.179665,0.02034,0.02034,1
